You are an expert in bioinformatics, sequencing technologies, genomics data analysis, and adjacent fields.

You are given findings from a MultiQC report, generated by a bioinformatics workflow.
MultiQC supports various bioinformatics tools that output QC metrics, and aggregates those metrics
into a single report. It outputs a "General Statistics" table with key metrics for each sample across
all tools. That table is followed by more detailed sections from specific tools, that can include tables,
as well as plots of different types (bar plot, line plot, scatter plot, heatmap, etc.)

You are given data from such a report. Your task is to analyse the data, and
give 1-2 bullet points of a very short and concise overall summary for the results.
Don't waste words: mention only the important QC issues. If there are no issues, just say so.
Just print one or two bullet points, nothing else.
Please do not add any extra headers to the response.

Use markdown to format your reponse for readability. Use directives with pre-defined classes
.text-green, .text-red, and .text-yellow to highlight severity, e.g. :span[39.2%]{.text-red}.
Highlight any mentioned sample names or sample named prefixes or suffixes with a sample directive,
and make sure to use the same color classes for severity, e.g. :sample[A1001.2003]{.text-yellow}
or :sample[A1001]{.text-yellow}. Do not put multiple sample names inside one directive.

You must use only multiples of 4 spaces to indent nested lists.



Two examples of short summaries:

- :span[11/13 samples]{.text-green} show consistent metrics within expected ranges.
- :sample[A1001.2003]{.text-red} and :sample[A1001.2004]{.text-red} exhibit extremely high percentage of :span[duplicates]{.text-red} (:span[65.54%]{.text-red} and :span[83.14%]{.text-red}, respectively).

- All samples show good quality metrics with :span[75.7-77.0%]{.text-green} CpG methylation and :span[76.3-86.0%]{.text-green} alignment rates
- :sample[2wk]{.text-yellow} samples show slightly higher duplication (:span[11-15%]{.text-yellow}) compared to :sample[1wk]{.text-green} samples (:span[6-9%]{.text-green})'



----------------------

Tools used in the report:

1. VEP
Description: <p>Determines the effect of variants on genes, transcripts and protein sequences, as well as regulatory regions.</p>
Links: https://www.ensembl.org/info/docs/tools/vep/index.html

----------------------

----------------------

Tool: VEP
Section: General Statistics
Section help text: Table showing general statistics of VEP annotation run
Title: VEP General Statistics

Plot type: violin plot

Number of samples: 215

Metrics:
Overlapped regulatory features - Overlapped regulatory features
Overlapped transcripts - Overlapped transcripts
Overlapped genes - Overlapped genes
Existing variants - Existing variants
Novel variants - Novel variants
Variants filtered out - Variants filtered out
Variants processed - Variants processed
Lines of input read - Lines of input read

|Sample Name|Overlapped regulatory features|Overlapped transcripts|Overlapped genes|Existing variants|Novel variants|Variants filtered out|Variants processed|Lines of input read|
|MSL_DRD2|nan|25|nan|nan|nan|
|MSL_CYP4F2|86|82|nan|nan|nan|
|MSL_CYP2C9|37|17|nan|nan|nan|
|MSL_CALU|36|24|nan|nan|nan|
|LWK_VKORC1|5|4|nan|nan|nan|
|LWK_UGT2B7|9|56|nan|nan|nan|
|LWK_OPRM1|31|3|nan|4|nan|
|LWK_GGCX|41|41|nan|nan|nan|
|LWK_DRD2|nan|17|nan|nan|nan|
|LWK_CYP4F2|118|68|nan|nan|nan|
|LWK_CYP2C9|35|nan|nan|nan|nan|
|LWK_CALU|35|nan|nan|nan|nan|
|KHV_UGT2B7|9|17|nan|nan|nan|
|KHV_OPRM1|16|2|nan|1|nan|
|KHV_GGCX|23|nan|nan|nan|nan|
|KHV_DRD2|nan|8|nan|nan|nan|
|KHV_CYP4F2|34|19|nan|nan|nan|
|KHV_CYP2C9|19|nan|nan|nan|nan|
|KHV_CALU|24|11|nan|1|nan|
|JPT_UGT2B7|nan|16|nan|nan|nan|
|JPT_OPRM1|1|2|nan|nan|nan|
|JPT_DRD2|nan|8|nan|nan|nan|
|JPT_CYP4F2|16|nan|nan|nan|nan|
|JPT_CALU|24|nan|nan|nan|nan|
|ITU_VKORC1|10|nan|nan|nan|nan|
|ITU_UGT2B7|9|17|nan|nan|nan|
|ITU_OPRM1|16|2|nan|nan|nan|
|ITU_GGCX|nan|23|nan|nan|nan|
|ITU_DRD2|nan|16|nan|nan|nan|
|ITU_CYP4F2|16|18|nan|nan|nan|
|ITU_CALU|11|nan|nan|nan|nan|
|IBS_VKORC1|nan|6|nan|nan|nan|
|IBS_UGT2B7|9|49|nan|nan|nan|
|IBS_OPRM1|17|2|nan|1|nan|
|IBS_GGCX|23|46|nan|nan|nan|
|IBS_DRD2|nan|16|nan|nan|nan|
|IBS_CYP4F2|69|52|nan|nan|nan|
|IBS_CYP2C9|33|17|nan|nan|nan|
|IBS_CALU|35|nan|nan|nan|nan|
|GWD_VKORC1|6|4|nan|nan|nan|
|GWD_UGT2B7|23|40|nan|9|nan|
|GWD_OPRM1|13|2|nan|1|nan|
|GWD_GGCX|23|23|nan|nan|nan|
|GWD_DRD2|nan|8|nan|nan|nan|
|GWD_CYP4F2|51|68|nan|nan|nan|
|GWD_CYP2C9|18|33|nan|nan|nan|
|GWD_CALU|24|nan|nan|nan|nan|
|GIH_UGT2B7|15|40|nan|nan|nan|
|GIH_OPRM1|16|2|nan|nan|nan|
|GIH_GGCX|nan|23|nan|nan|nan|
|GIH_DRD2|8|25|nan|nan|nan|
|GIH_CYP4F2|52|52|nan|nan|nan|
|GIH_CYP2C9|33|17|nan|nan|nan|
|GIH_CALU|24|nan|nan|nan|nan|
|GBR_UGT2B7|9|33|nan|nan|nan|
|GBR_OPRM1|34|17|nan|2|nan|
|GBR_GGCX|23|112|nan|nan|nan|
|GBR_DRD2|nan|25|nan|nan|nan|
|GBR_CYP4F2|86|52|nan|nan|nan|
|GBR_CYP2C9|16|17|nan|nan|nan|
|GBR_CALU|35|nan|nan|nan|nan|
|FIN_VKORC1|6|6|nan|nan|nan|
|FIN_UGT2B7|9|33|nan|nan|nan|
|FIN_OPRM1|31|25|nan|1|nan|
|FIN_GGCX|23|66|nan|nan|nan|
|FIN_DRD2|8|16|nan|nan|nan|
|FIN_CYP4F2|67|52|nan|nan|nan|
|FIN_CYP2C9|16|17|nan|nan|nan|
|FIN_CALU|11|nan|nan|nan|nan|
|EUR_VKORC1|6|6|nan|nan|nan|
|EUR_UGT2B7|9|65|nan|nan|nan|
|EUR_OPRM1|64|40|nan|2|nan|
|EUR_GGCX|23|112|nan|nan|nan|
|EUR_DRD2|16|34|nan|nan|nan|
|EUR_CYP4F2|101|52|nan|nan|19|
|EUR_CYP2D6|nan|nan|20|nan|nan|
|EUR_CYP2C9|33|17|nan|nan|nan|
|EUR_CALU|35|nan|nan|nan|nan|
|ESN_VKORC1|5|4|nan|nan|nan|
|ESN_UGT2B7|9|49|nan|nan|nan|
|ESN_OPRM1|19|2|nan|4|nan|
|ESN_GGCX|23|46|nan|nan|nan|
|ESN_DRD2|nan|32|nan|nan|nan|
|ESN_CYP4F2|85|82|nan|nan|nan|
|ESN_CYP2D6|29|4|nan|nan|nan|
|ESN_CYP2C9|51|17|16|nan|nan|
|ESN_CALU|35|nan|nan|nan|nan|
|EAS_VKORC1|nan|1|nan|nan|nan|
|EAS_UGT2B7|25|32|nan|nan|nan|
|EAS_OPRM1|89|54|nan|1|nan|
|EAS_GGCX|23|46|nan|nan|nan|
|EAS_DRD2|nan|8|nan|nan|nan|
|EAS_CYP4F2|88|52|nan|nan|nan|
|EAS_CYP2C9|35|17|nan|nan|nan|
|EAS_CALU|59|11|nan|1|nan|
|CHS_UGT2B7|9|17|nan|nan|nan|
|CHS_OPRM1|2|19|nan|nan|nan|
|CHS_GGCX|23|23|nan|nan|nan|
|CHS_DRD2|nan|8|nan|nan|nan|
|CHS_CYP4F2|52|52|nan|nan|nan|
|CHS_CALU|11|nan|nan|nan|nan|
|CHB_VKORC1|nan|1|nan|nan|nan|
|CHB_UGT2B7|18|17|nan|nan|nan|
|CHB_OPRM1|35|36|nan|1|nan|
|CHB_GGCX|23|23|nan|nan|nan|
|CHB_DRD2|nan|8|nan|nan|nan|
|CHB_CYP4F2|69|19|nan|nan|nan|
|CHB_CYP2C9|16|17|nan|nan|nan|
|CHB_CALU|24|nan|nan|nan|nan|
|CEU_UGT2B7|9|24|nan|nan|nan|
|CEU_OPRM1|1|17|nan|2|nan|
|CEU_GGCX|23|46|nan|nan|nan|
|CEU_DRD2|8|25|nan|nan|nan|
|CEU_CYP4F2|86|34|nan|nan|19|
|CEU_CYP2C9|33|17|nan|nan|nan|
|CEU_CALU|35|nan|nan|nan|nan|
|CDX_UGT2B7|16|24|nan|nan|nan|
|CDX_OPRM1|69|3|nan|nan|nan|
|CDX_GGCX|23|46|nan|nan|nan|
|CDX_DRD2|nan|8|nan|nan|nan|
|CDX_CALU|24|11|nan|nan|nan|
|BEB_UGT2B7|9|33|nan|nan|nan|
|BEB_OPRM1|17|17|nan|1|nan|
|BEB_GGCX|23|23|nan|nan|nan|
|BEB_DRD2|nan|16|nan|nan|nan|
|BEB_CYP4F2|52|34|nan|nan|nan|
|BEB_CYP2C9|16|17|nan|nan|nan|
|BEB_CALU|35|nan|nan|nan|nan|
|ASW_VKORC1|5|4|nan|nan|nan|
|ASW_UGT2B7|16|55|nan|nan|nan|
|ASW_OPRM1|52|34|nan|2|nan|
|ASW_GGCX|23|23|nan|nan|nan|
|ASW_DRD2|nan|42|nan|nan|nan|
|ASW_CYP4F2|103|82|nan|nan|nan|
|ASW_CYP2D6|33|nan|nan|nan|nan|
|ASW_CYP2C9|19|17|nan|nan|nan|
|ASW_CALU|37|24|nan|nan|nan|
|AFR_VKORC1|9|11|nan|nan|nan|
|AFR_UGT2B7|37|69|nan|9|nan|
|AFR_OPRM1|189|51|nan|5|nan|
|AFR_GGCX|41|109|1|nan|nan|
|AFR_DRD2|9|50|nan|nan|nan|
|AFR_CYP4F2|183|85|nan|nan|nan|
|AFR_CYP2D6|62|4|nan|nan|nan|
|AFR_CYP2C9|103|33|16|nan|nan|
|AFR_CALU|62|48|nan|nan|nan|
|ACB_VKORC1|6|5|nan|nan|nan|
|ACB_UGT2B7|9|54|nan|nan|nan|
|ACB_OPRM1|44|22|nan|3|nan|
|ACB_GGCX|23|90|1|nan|nan|
|ACB_DRD2|9|42|nan|nan|nan|
|ACB_CYP4F2|117|82|nan|nan|nan|
|ACB_CYP2D6|33|nan|nan|nan|nan|
|ACB_CYP2C9|35|17|nan|nan|nan|
|ACB_CALU|11|nan|nan|nan|nan|

### Consequences (all)

|Sample|missense_variant|5_prime_UTR_variant|3_prime_UTR_variant|non_coding_transcript_exon_variant|intron_variant|upstream_gene_variant|downstream_gene_variant|regulatory_region_variant|splice_polypyrimidine_tract_variant|synonymous_variant|NMD_transcript_variant|non_coding_transcript_variant|splice_acceptor_variant|splice_region_variant|splice_donor_region_variant|frameshift_variant|stop_gained|splice_donor_variant|start_lost|splice_donor_5th_base_variant|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|YRI_VKORC1|5|1|15|4|89|60|9|2|nan|4|nan|9|nan|nan|nan|nan|nan|nan|nan|nan|
|YRI_UGT2B7|9|1|20|18|1,397|274|127|16|1|45|nan|453|nan|2|nan|nan|nan|2|nan|nan|
|YRI_OPRM1|79|8|130|44|6,919|306|608|19|1|22|880|502|nan|1|nan|nan|1|nan|nan|nan|
|YRI_GGCX|23|2|110|73|862|110|727|3|26|67|216|169|nan|nan|nan|1|nan|nan|nan|nan|
|YRI_DRD2|nan|5|21|8|1,257|106|149|10|nan|34|nan|193|nan|nan|nan|nan|nan|nan|nan|nan|
|YRI_CYP4F2|118|7|41|25|2,260|265|121|nan|40|85|114|190|nan|19|nan|nan|nan|nan|nan|nan|
|YRI_CYP2C9|35|nan|74|5|1,766|29|87|nan|17|17|101|46|nan|nan|nan|nan|nan|nan|nan|nan|
|YRI_CALU|35|28|155|3|1,143|22|164|6|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|TSI_VKORC1|nan|7|14|6|56|46|9|2|nan|nan|nan|5|nan|nan|nan|nan|nan|1|nan|nan|
|TSI_UGT2B7|9|nan|12|11|751|119|87|8|nan|40|nan|218|nan|7|nan|nan|nan|nan|nan|nan|
|TSI_OPRM1|31|4|48|9|2,802|90|274|12|nan|2|328|226|nan|nan|nan|nan|1|nan|nan|nan|
|TSI_GGCX|23|1|64|46|483|59|479|1|nan|66|128|94|nan|nan|nan|nan|nan|nan|nan|nan|
|TSI_DRD2|nan|4|15|5|836|83|92|8|nan|25|nan|136|nan|nan|nan|nan|nan|nan|nan|nan|
|TSI_CYP4F2|82|nan|34|12|839|71|43|nan|nan|19|39|69|nan|nan|nan|nan|nan|nan|nan|nan|
|TSI_CYP2D6|nan|nan|nan|2|48|6|12|nan|nan|nan|2|2|nan|nan|nan|20|nan|nan|nan|nan|
|TSI_CYP2C9|16|nan|23|1|894|18|29|nan|nan|17|51|22|nan|nan|nan|nan|nan|nan|nan|nan|
|TSI_CALU|35|17|110|nan|679|15|98|5|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_VKORC1|nan|nan|7|1|nan|4|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_UGT2B7|9|1|nan|6|229|40|19|3|nan|24|nan|51|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_OPRM1|16|nan|7|3|427|16|51|1|nan|2|61|29|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_GGCX|nan|nan|3|8|144|8|7|nan|nan|23|36|28|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_DRD2|nan|nan|8|1|124|6|35|nan|nan|16|nan|23|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_CYP4F2|16|nan|nan|2|244|32|12|nan|nan|nan|10|19|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_CYP2C9|nan|nan|2|nan|95|2|3|nan|nan|nan|5|5|nan|nan|nan|nan|nan|nan|nan|nan|
|STU_CALU|24|nan|nan|nan|1|nan|25|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_VKORC1|16|2|20|7|91|52|7|4|2|nan|nan|12|nan|7|nan|nan|nan|2|nan|nan|
|SAS_UGT2B7|15|2|24|18|1,025|231|111|16|nan|40|nan|328|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_OPRM1|32|18|83|15|5,351|197|507|14|nan|17|659|373|nan|nan|nan|nan|2|nan|nan|nan|
|SAS_GGCX|23|nan|72|53|1,017|47|291|nan|nan|46|242|197|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_DRD2|8|7|35|5|1,359|153|154|13|nan|25|nan|216|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_CYP4F2|87|3|108|20|1,381|148|72|nan|21|52|68|119|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_CYP2C9|33|nan|46|7|1,960|30|95|nan|18|17|110|40|nan|nan|nan|nan|nan|nan|nan|nan|
|SAS_CALU|35|16|43|nan|1,269|33|165|13|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|
|PJL_VKORC1|6|1|14|4|57|37|7|2|1|nan|nan|7|nan|1|nan|nan|nan|2|nan|nan|
|PJL_UGT2B7|9|nan|12|8|834|105|78|9|nan|24|nan|261|nan|nan|nan|nan|nan|nan|nan|nan|
|PJL_OPRM1|17|10|54|8|3,397|115|324|8|nan|2|437|240|nan|nan|nan|nan|1|nan|nan|nan|
|PJL_GGCX|23|nan|13|30|667|31|136|nan|nan|46|156|130|nan|nan|nan|nan|nan|nan|nan|nan|
|PJL_DRD2|8|4|8|4|759|78|80|8|nan|25|nan|125|nan|nan|nan|nan|nan|nan|nan|nan|
|PJL_CYP4F2|52|nan|61|11|319|38|39|nan|nan|19|16|23|nan|nan|nan|nan|nan|nan|nan|nan|
|PJL_CYP2C9|16|nan|5|3|1,235|18|40|nan|nan|17|69|22|nan|nan|nan|nan|nan|nan|nan|nan|
|PJL_CALU|24|11|12|nan|827|18|93|8|nan|nan|nan|nan|nan|1|nan|nan|nan|nan|nan|nan|
|MSL_VKORC1|7|nan|8|4|25|26|4|1|nan|10|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|
|MSL_UGT2B7|16|1|6|7|522|53|54|4|nan|40|nan|128|nan|nan|nan|nan|nan|nan|nan|nan|
|MSL_OPRM1|38|17|30|12|999|53|133|6|12|12|119|73|nan|11|nan|nan|nan|nan|nan|nan|
|MSL_GGCX|23|nan|44|46|414|19|138|nan|54|65|116|87|31|nan|nan|1|nan|nan|nan|nan|
|MSL_DRD2|nan|nan|36|1|164|3|76|1|nan|25|nan|26|nan|nan|nan|nan|nan|nan|nan|nan|
|MSL_CYP4F2|86|5|3|17|1,012|50|38|nan|40|82|49|86|nan|19|nan|nan|nan|nan|nan|nan|
|MSL_CYP2C9|37|nan|2|4|321|9|7|nan|17|17|20|10|nan|21|nan|nan|nan|nan|nan|nan|
|MSL_CALU|36|11|89|nan|200|4|66|1|nan|24|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|LWK_VKORC1|5|19|16|10|67|76|14|8|nan|4|nan|7|nan|nan|nan|nan|nan|1|nan|nan|
|LWK_UGT2B7|9|1|12|12|709|126|64|10|1|56|nan|221|nan|1|nan|nan|nan|nan|nan|nan|
|LWK_OPRM1|31|4|123|22|3,166|158|422|11|1|3|417|246|2|nan|nan|nan|4|nan|nan|nan|
|LWK_GGCX|41|nan|48|59|743|29|165|nan|nan|41|180|140|nan|nan|nan|nan|nan|nan|nan|nan|
|LWK_DRD2|nan|6|15|2|622|66|75|5|nan|17|nan|100|nan|nan|nan|nan|nan|nan|nan|nan|
|LWK_CYP4F2|118|5|65|19|1,259|121|110|nan|19|68|63|109|nan|19|nan|nan|nan|nan|nan|nan|
|LWK_CYP2C9|35|nan|41|6|901|20|24|nan|20|nan|52|28|nan|nan|nan|nan|nan|nan|nan|nan|
|LWK_CALU|35|14|25|nan|630|15|7|7|25|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|KHV_VKORC1|nan|1|nan|nan|21|8|nan|nan|nan|nan|nan|2|nan|nan|nan|nan|nan|nan|nan|nan|
|KHV_UGT2B7|9|nan|nan|5|283|44|14|4|1|17|nan|76|nan|1|nan|nan|nan|nan|nan|nan|
|KHV_OPRM1|16|nan|14|2|524|8|67|nan|nan|2|85|43|nan|nan|nan|nan|1|nan|nan|nan|
|KHV_GGCX|23|nan|8|11|28|2|4|nan|19|nan|14|4|nan|19|nan|nan|nan|nan|nan|nan|
|KHV_DRD2|nan|3|8|nan|166|17|27|3|nan|8|nan|27|nan|nan|nan|nan|nan|nan|nan|nan|
|KHV_CYP4F2|34|nan|17|6|236|14|21|nan|nan|19|12|16|nan|nan|nan|nan|nan|nan|nan|nan|
|KHV_CYP2C9|19|nan|nan|nan|74|2|2|nan|18|nan|5|2|nan|18|nan|nan|nan|nan|nan|nan|
|KHV_CALU|24|nan|24|nan|62|3|26|nan|nan|11|nan|nan|nan|nan|nan|nan|1|nan|nan|nan|
|JPT_VKORC1|nan|4|nan|1|23|13|1|1|nan|nan|nan|2|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_UGT2B7|nan|nan|nan|1|88|16|15|2|nan|16|nan|22|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_OPRM1|1|nan|24|7|483|15|87|1|nan|2|65|34|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_GGCX|nan|nan|nan|nan|34|nan|8|nan|nan|nan|6|8|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_DRD2|nan|nan|15|1|128|6|33|1|nan|8|nan|20|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_CYP4F2|16|nan|nan|1|202|4|12|nan|nan|nan|8|15|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_CYP2C9|nan|nan|1|nan|280|6|7|nan|nan|nan|15|8|nan|nan|nan|nan|nan|nan|nan|nan|
|JPT_CALU|24|nan|1|nan|99|2|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_VKORC1|10|nan|13|2|15|15|3|1|1|nan|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_UGT2B7|9|nan|12|5|328|40|50|4|nan|17|nan|80|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_OPRM1|16|nan|10|4|834|25|70|1|nan|2|96|64|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_GGCX|nan|nan|11|8|329|18|45|nan|nan|23|76|63|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_DRD2|nan|nan|15|nan|187|3|47|1|nan|16|nan|36|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_CYP4F2|16|nan|30|6|325|56|28|nan|nan|18|14|25|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_CYP2C9|nan|nan|15|nan|279|2|30|nan|nan|nan|15|9|nan|nan|nan|nan|nan|nan|nan|nan|
|ITU_CALU|11|5|25|nan|180|5|2|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|IBS_VKORC1|nan|1|7|6|73|30|3|1|nan|6|nan|7|nan|nan|nan|nan|nan|1|nan|nan|
|IBS_UGT2B7|9|1|12|14|803|169|76|12|nan|49|nan|234|nan|8|nan|nan|nan|nan|nan|nan|
|IBS_OPRM1|17|4|65|11|2,306|84|273|12|nan|2|300|186|nan|nan|nan|nan|1|nan|nan|nan|
|IBS_GGCX|23|3|41|40|616|97|235|3|nan|46|146|124|nan|nan|nan|nan|nan|nan|nan|nan|
|IBS_DRD2|nan|3|35|4|686|72|89|6|nan|16|nan|114|nan|nan|nan|nan|nan|nan|nan|nan|
|IBS_CYP4F2|69|2|16|12|885|105|62|nan|36|52|43|75|nan|15|nan|nan|nan|nan|nan|nan|
|IBS_CYP2C9|33|nan|51|6|876|17|29|nan|18|17|52|22|nan|nan|nan|nan|nan|nan|nan|nan|
|IBS_CALU|35|5|58|nan|521|7|76|3|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|GWD_VKORC1|6|nan|8|2|32|18|3|nan|nan|4|nan|4|nan|nan|nan|nan|nan|nan|nan|nan|
|GWD_UGT2B7|23|2|11|11|505|33|54|4|10|40|nan|145|nan|nan|nan|nan|9|nan|nan|nan|
|GWD_OPRM1|13|5|33|12|900|44|112|3|nan|2|105|62|nan|1|nan|nan|1|nan|nan|nan|
|GWD_GGCX|23|2|33|37|724|67|58|1|nan|23|166|138|nan|nan|nan|nan|nan|nan|nan|nan|
|GWD_DRD2|nan|1|14|1|282|6|68|1|8|8|nan|48|nan|nan|nan|nan|nan|nan|nan|nan|
|GWD_CYP4F2|51|1|17|13|493|24|29|nan|18|68|24|39|nan|19|nan|nan|nan|nan|nan|nan|
|GWD_CYP2C9|18|nan|4|nan|246|7|8|nan|34|33|16|9|nan|nan|nan|nan|nan|nan|nan|nan|
|GWD_CALU|24|nan|36|nan|124|6|15|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_VKORC1|nan|2|7|3|51|20|3|1|nan|nan|nan|5|nan|6|nan|nan|nan|nan|nan|nan|
|GIH_UGT2B7|15|1|12|9|328|62|42|4|nan|40|nan|89|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_OPRM1|16|8|33|3|1,729|68|179|4|nan|2|209|118|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_GGCX|nan|nan|31|20|316|15|111|nan|nan|23|78|63|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_DRD2|8|4|35|3|757|86|107|6|nan|25|nan|125|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_CYP4F2|52|3|49|13|885|43|35|nan|21|52|44|77|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_CYP2C9|33|nan|38|5|707|16|61|nan|18|17|42|16|nan|nan|nan|nan|nan|nan|nan|nan|
|GIH_CALU|24|nan|6|nan|215|7|45|2|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|GBR_VKORC1|nan|1|14|6|44|46|28|4|nan|nan|nan|4|nan|nan|nan|nan|nan|1|nan|nan|
|GBR_UGT2B7|9|nan|12|10|514|93|53|8|nan|33|nan|145|nan|nan|nan|nan|nan|2|nan|nan|
|GBR_OPRM1|34|4|69|20|3,751|155|310|9|nan|17|469|276|nan|1|nan|nan|2|nan|nan|nan|
|GBR_GGCX|23|2|36|66|711|65|364|2|nan|112|176|139|nan|33|nan|nan|nan|nan|nan|nan|
|GBR_DRD2|nan|4|15|3|893|84|93|5|nan|25|nan|154|nan|nan|nan|nan|nan|nan|nan|nan|
|GBR_CYP4F2|86|4|32|16|983|155|52|nan|21|52|46|81|nan|nan|nan|nan|nan|nan|nan|nan|
|GBR_CYP2C9|16|nan|6|3|741|13|37|nan|nan|17|42|16|nan|nan|nan|nan|nan|nan|nan|nan|
|GBR_CALU|35|11|75|1|1,212|23|138|8|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_VKORC1|6|6|14|11|91|67|19|5|nan|6|nan|8|nan|nan|nan|nan|nan|1|nan|nan|
|FIN_UGT2B7|9|3|32|15|760|150|71|10|1|33|nan|236|nan|2|nan|nan|nan|nan|nan|nan|
|FIN_OPRM1|31|8|70|27|4,131|126|424|18|nan|25|547|303|nan|nan|nan|nan|1|nan|nan|nan|
|FIN_GGCX|23|4|67|60|797|151|124|4|nan|66|200|151|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_DRD2|8|5|29|3|1,051|116|120|7|nan|16|nan|168|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_CYP4F2|67|4|17|14|1,336|147|46|nan|21|52|67|113|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_CYP2D6|nan|nan|nan|1|34|3|nan|nan|nan|nan|1|1|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_CYP2C9|16|nan|28|4|1,196|24|57|nan|3|17|67|16|nan|nan|nan|nan|nan|nan|nan|nan|
|FIN_CALU|11|15|122|nan|724|22|85|8|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|EUR_VKORC1|6|16|14|20|184|146|45|12|nan|6|nan|16|nan|nan|nan|nan|nan|1|nan|nan|
|EUR_UGT2B7|9|4|32|21|1,619|301|150|23|10|65|nan|507|nan|18|nan|nan|nan|2|nan|nan|
|EUR_OPRM1|64|18|204|52|10,921|407|1,041|42|nan|40|1,364|836|nan|1|nan|nan|2|nan|nan|nan|
|EUR_GGCX|23|6|184|123|1,723|254|1,065|6|nan|112|414|336|nan|33|nan|nan|nan|nan|nan|nan|
|EUR_DRD2|16|13|55|10|2,267|238|198|20|nan|34|nan|370|nan|nan|nan|nan|nan|nan|nan|nan|
|EUR_CYP4F2|101|5|63|24|2,345|476|127|nan|36|52|114|197|nan|34|nan|nan|nan|nan|19|nan|
|EUR_CYP2D6|nan|nan|nan|2|48|6|12|nan|nan|nan|2|2|nan|nan|nan|20|nan|nan|nan|nan|
|EUR_CYP2C9|33|nan|85|8|2,915|47|132|1|18|17|164|52|nan|nan|nan|nan|nan|nan|nan|nan|
|EUR_CALU|35|48|273|1|2,586|57|278|19|1|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|nan|
|ESN_VKORC1|5|nan|15|3|25|28|7|1|nan|4|nan|3|nan|nan|nan|nan|nan|nan|nan|nan|
|ESN_UGT2B7|9|1|18|15|683|107|74|7|nan|49|nan|201|nan|8|nan|nan|nan|nan|nan|nan|
|ESN_OPRM1|19|16|45|11|2,363|136|276|6|nan|2|303|174|2|1|1|nan|4|nan|nan|nan|
|ESN_GGCX|23|nan|43|54|914|38|210|nan|1|46|210|171|nan|nan|nan|nan|nan|nan|nan|nan|
|ESN_DRD2|nan|1|22|1|481|23|101|2|nan|32|nan|82|nan|nan|nan|nan|nan|nan|nan|nan|
|ESN_CYP4F2|85|6|37|19|1,304|178|53|nan|39|82|64|112|nan|19|nan|nan|nan|nan|nan|nan|
|ESN_CYP2D6|29|nan|nan|1|1|3|11|nan|nan|4|1|1|nan|nan|nan|nan|nan|nan|nan|nan|
