Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
NA12234	('chr1', 1.403688898641848)	('chr10', 1.0230758431839007)	('chr11', 1.1642700438673173)	('chr12', 1.1242756389666506)	('chr13', 0.5290860230923592)	('chr14', 0.8517356668363831)	('chr15', 1.051283958054759)	('chr16', 1.2247270502950764)	('chr17', 1.8463894060796524)	('chr18', 0.603499245260511)	('chr19', 2.0316693586261736)	('chr2', 1.1560664001143053)	('chr20', 0.9912493113504633)	('chr21', 0.6691403349693384)	('chr22', 1.1562599720570406)	('chr3', 0.9404043046157585)	('chr4', 0.7137105217871026)	('chr5', 0.8470935291494236)	('chr6', 0.7840747571924169)	('chr7', 0.9895110137690254)	('chr8', 0.6409417399070938)	('chr9', 0.9335439399128166)	('chr16_KI270853v1_alt', 2.1786871986527228)	('chr17_KI270857v1_alt', 1.0718622386293657)	('chr15_KI270905v1_alt', 0.8091784895345425)	('chrX', 1.3464171336824964)	('chrY', 0.054562836034087306)
NA12347	('chr1', 1.3792080753920273)	('chr10', 1.1936539008776366)	('chr11', 1.2855656895665941)	('chr12', 1.3719804902449662)	('chr13', 0.6737368323770533)	('chr14', 0.929273479700211)	('chr15', 1.0497019583437703)	('chr16', 1.082718683158984)	('chr17', 1.8060702900387489)	('chr18', 0.6994310139972527)	('chr19', 2.138041712877312)	('chr2', 0.9576669160580212)	('chr20', 1.2114858988577881)	('chr21', 0.7665141257100689)	('chr22', 1.043126361513378)	('chr3', 0.9535394245051941)	('chr4', 0.733466703116175)	('chr5', 0.8303104755017366)	('chr6', 0.9889627300281943)	('chr7', 1.017802547162253)	('chr8', 0.7925458214812848)	('chr9', 1.0382242158397188)	('chr16_KI270853v1_alt', 1.113556683233361)	('chr17_KI270857v1_alt', 1.2373952718013146)	('chr15_KI270905v1_alt', 0.6293747929310118)	('chrX', 0.5155709478216425)	('chrY', 0.23656665589116305)
NA18488	('chr1', 1.2229855870760478)	('chr10', 1.0682268906964811)	('chr11', 1.1363605305678672)	('chr12', 1.1340499712325165)	('chr13', 0.7239978423133658)	('chr14', 0.9002924428054765)	('chr15', 0.9680032615319911)	('chr16', 1.1903512122277768)	('chr17', 1.4370870983598676)	('chr18', 0.8574486541301533)	('chr19', 1.693427839990156)	('chr2', 1.0232236038628462)	('chr20', 1.1051991065480022)	('chr21', 0.8947664247963913)	('chr22', 0.9555137815674672)	('chr3', 0.9931576562150587)	('chr4', 0.8951741321443625)	('chr5', 0.9521634087456058)	('chr6', 0.9600332743791418)	('chr7', 1.0001874968462359)	('chr8', 0.8904632432205436)	('chr9', 0.9426059473488881)	('chr16_KI270853v1_alt', 0.9928973777093011)	('chr17_KI270857v1_alt', 1.022773714306149)	('chr15_KI270905v1_alt', 0.6039709300345597)	('chrX', 1.0158974683402269)	('chrY', 0.0768999851824251)
NA18498	('chr1', 1.2269118782801869)	('chr10', 1.095364768360081)	('chr11', 1.1788304184227076)	('chr12', 1.146595632470615)	('chr13', 0.7141474982483544)	('chr14', 0.9143333089671927)	('chr15', 0.9548068943916711)	('chr16', 1.3148639133507727)	('chr17', 1.5411511977569723)	('chr18', 0.8532593411953127)	('chr19', 1.8145295623236029)	('chr2', 1.0151999175167197)	('chr20', 1.180586538972838)	('chr21', 0.9438519265435138)	('chr22', 1.0705535309857448)	('chr3', 0.9968559370113161)	('chr4', 0.881551472714372)	('chr5', 0.9524321272453435)	('chr6', 0.9516337888194716)	('chr7', 1.0150675708835717)	('chr8', 0.8962568014816796)	('chr9', 0.9612728892429329)	('chr16_KI270853v1_alt', 1.0351255908224917)	('chr17_KI270857v1_alt', 1.3632378002877863)	('chr15_KI270905v1_alt', 0.5966143616920748)	('chrX', 0.5234079134387346)	('chrY', 0.3869040855788975)
NA18499	('chr1', 1.407833159929462)	('chr10', 1.0082233441165602)	('chr11', 1.2565297368042012)	('chr12', 1.2311030120385866)	('chr13', 0.49508465949969765)	('chr14', 0.9146824834640552)	('chr15', 1.090658269855094)	('chr16', 1.3686814872027353)	('chr17', 2.09821761173102)	('chr18', 0.5800227330362092)	('chr19', 2.7226829489053244)	('chr2', 0.9546450874769565)	('chr20', 1.1037054010045522)	('chr21', 0.677086046589056)	('chr22', 1.1611702703979918)	('chr3', 0.8973517875620755)	('chr4', 0.6450197116588323)	('chr5', 0.792450187390822)	('chr6', 0.8612937038961638)	('chr7', 0.9407217475147929)	('chr8', 0.6720913753362961)	('chr9', 0.967653940082361)	('chr16_KI270853v1_alt', 1.5426473594380035)	('chr17_KI270857v1_alt', 2.035116177227063)	('chr15_KI270905v1_alt', 0.6610385892273365)	('chrX', 1.0127473179801347)	('chrY', 0.033375743954074305)
NA18526	('chr1', 1.3533044110611832)	('chr10', 1.1682575192431266)	('chr11', 1.26825750983214)	('chr12', 1.3460124477758784)	('chr13', 0.6448394539417296)	('chr14', 0.9348260229132648)	('chr15', 1.0166229729145702)	('chr16', 1.1147466243974904)	('chr17', 1.826148026226089)	('chr18', 0.6853399732559545)	('chr19', 2.1122410773374725)	('chr2', 0.9305285795552463)	('chr20', 1.2169904726616239)	('chr21', 0.7512957624340694)	('chr22', 1.0684383645718878)	('chr3', 0.9333298956785342)	('chr4', 0.7000954107210408)	('chr5', 0.8097827447799194)	('chr6', 0.9619970373871712)	('chr7', 1.000015586909206)	('chr8', 0.7678652566450733)	('chr9', 1.0321217709899042)	('chr16_KI270853v1_alt', 1.0748147648157687)	('chr17_KI270857v1_alt', 1.3078774995282851)	('chr15_KI270905v1_alt', 0.5615335330370803)	('chrX', 0.9446471950970454)	('chrY', 0.03316625243124827)
NA18530	('chr1', 1.3712559868266196)	('chr10', 1.2015010229823417)	('chr11', 1.2761585717533768)	('chr12', 1.3753045616450161)	('chr13', 0.6843531919020716)	('chr14', 0.9427631104802843)	('chr15', 1.0349972472306301)	('chr16', 1.0744744952575125)	('chr17', 1.7927843186820858)	('chr18', 0.7143958505725798)	('chr19', 2.0140045306035668)	('chr2', 0.9631980611102673)	('chr20', 1.2061836779771742)	('chr21', 0.7673017905475024)	('chr22', 1.0202132989446981)	('chr3', 0.9590725296681833)	('chr4', 0.7444128825232229)	('chr5', 0.8417395004627469)	('chr6', 1.000951836855375)	('chr7', 1.0244471498733532)	('chr8', 0.8047688561080845)	('chr9', 1.0466144214005602)	('chr16_KI270853v1_alt', 1.1105297757254555)	('chr17_KI270857v1_alt', 1.5217053852479794)	('chr15_KI270905v1_alt', 0.5864989890937505)	('chrX', 0.5176199259230828)	('chrY', 0.2361077553042933)
NA18645	('chr1', 1.4410924560841052)	('chr10', 1.0100367828189123)	('chr11', 1.254940333950512)	('chr12', 1.1295465749051734)	('chr13', 0.48499504919643793)	('chr14', 0.860031690366517)	('chr15', 1.0328014425309067)	('chr16', 1.4502922451055278)	('chr17', 2.0920700587967604)	('chr18', 0.5679885732487415)	('chr19', 2.6597979956328777)	('chr2', 1.0830688075173094)	('chr20', 1.1309286538420444)	('chr21', 0.711935458435615)	('chr22', 1.4834134702782604)	('chr3', 0.9256820119734216)	('chr4', 0.6409494844438819)	('chr5', 0.8162987930643785)	('chr6', 0.7465200360778119)	('chr7', 1.0262583022764729)	('chr8', 0.650621353365169)	('chr9', 0.9805881852812237)	('chr16_KI270853v1_alt', 1.9363543580562528)	('chr17_KI270857v1_alt', 1.1964435736379244)	('chr15_KI270905v1_alt', 0.7464753367486933)	('chrX', 0.6950363213097855)	('chrY', 0.23496592052574658)
NA18858	('chr1', 1.3417068003289523)	('chr10', 1.1781009309855581)	('chr11', 1.2534435755316555)	('chr12', 1.3428413103625736)	('chr13', 0.6732824407093908)	('chr14', 0.9127557184545596)	('chr15', 0.9973909847466356)	('chr16', 1.0413557685428105)	('chr17', 1.7450323023020065)	('chr18', 0.6966273123550967)	('chr19', 1.9973494607778908)	('chr2', 0.9464533701034048)	('chr20', 1.162320328624749)	('chr21', 0.7390541627110407)	('chr22', 1.0010500385223915)	('chr3', 0.9352025544881767)	('chr4', 0.7317266719877855)	('chr5', 0.8217775549445215)	('chr6', 0.9794028979740128)	('chr7', 1.010677496070473)	('chr8', 0.7963717840377375)	('chr9', 1.0399738945370132)	('chr16_KI270853v1_alt', 1.027479585599384)	('chr17_KI270857v1_alt', 1.505892206937128)	('chr15_KI270905v1_alt', 0.558378312399674)	('chrX', 0.9942267431796812)	('chrY', 0.02987303780201184)
NA18870	('chr1', 1.4168815990456443)	('chr10', 1.0116169905088093)	('chr11', 1.2555469745228218)	('chr12', 1.2388785613161561)	('chr13', 0.5086091818834005)	('chr14', 0.9167973014164055)	('chr15', 1.0871461715088668)	('chr16', 1.3392057100880852)	('chr17', 2.0616375386797894)	('chr18', 0.5930788424560889)	('chr19', 2.6314050423985793)	('chr2', 0.9617689902648324)	('chr20', 1.0933470921871933)	('chr21', 0.6953287151442503)	('chr22', 1.1309433867755705)	('chr3', 0.9152187052628855)	('chr4', 0.6683741598974022)	('chr5', 0.7889596525332303)	('chr6', 0.8584961424140745)	('chr7', 0.9349731135060789)	('chr8', 0.6791003263339738)	('chr9', 0.9510754413660119)	('chr16_KI270853v1_alt', 1.5561037850956971)	('chr17_KI270857v1_alt', 2.002330115601836)	('chr15_KI270905v1_alt', 0.6686149778600077)	('chrX', 1.0103813301704088)	('chrY', 0.03351667668817385)
NA18946	('chr1', 1.39519220064043)	('chr10', 0.9928427927099752)	('chr11', 1.1928085041448027)	('chr12', 1.090420756370432)	('chr13', 0.49295553806911624)	('chr14', 0.8372074731926308)	('chr15', 1.0078635739896653)	('chr16', 1.2869499723093931)	('chr17', 1.863375254393338)	('chr18', 0.6063504453905847)	('chr19', 2.1807191733525473)	('chr2', 1.0949032727084314)	('chr20', 1.0624105398562744)	('chr21', 0.6919836216715027)	('chr22', 1.285637592868239)	('chr3', 0.9070400170278463)	('chr4', 0.6767432046920162)	('chr5', 0.8242201088543517)	('chr6', 0.750218246431793)	('chr7', 0.9683623913656754)	('chr8', 0.6361657286819156)	('chr9', 0.9413042986607671)	('chr16_KI270853v1_alt', 2.1275080198457967)	('chr17_KI270857v1_alt', 1.1031310880510625)	('chr15_KI270905v1_alt', 0.7888609970779623)	('chrX', 1.5352288718938882)	('chrY', 0.07187811272113731)
NA18993	('chr1', 1.3988670591786274)	('chr10', 1.0307813153379697)	('chr11', 1.1389962182238769)	('chr12', 1.113638677261469)	('chr13', 0.5520686907937516)	('chr14', 0.8697318542759497)	('chr15', 1.0420611552866006)	('chr16', 1.2001892687324491)	('chr17', 1.8534360877551737)	('chr18', 0.6177764091029002)	('chr19', 2.007345438437896)	('chr2', 1.1837742113149254)	('chr20', 0.980970407747599)	('chr21', 0.6913447615861236)	('chr22', 1.1408237786395579)	('chr3', 0.9407285209552873)	('chr4', 0.735232980029714)	('chr5', 0.8624603202139453)	('chr6', 0.790639023799298)	('chr7', 1.0105161863115384)	('chr8', 0.661733719412894)	('chr9', 0.9477651474439147)	('chr16_KI270853v1_alt', 2.1479871660816734)	('chr17_KI270857v1_alt', 1.2514871240821661)	('chr15_KI270905v1_alt', 0.7962678751536343)	('chrX', 1.2451744954699668)	('chrY', 0.05058017569257689)
NA19001	('chr1', 1.3971649724240784)	('chr10', 1.047649055755434)	('chr11', 1.1439808281881974)	('chr12', 1.102876129154914)	('chr13', 0.5469271089409579)	('chr14', 0.8487170694152564)	('chr15', 1.091553692170274)	('chr16', 1.2420861719991725)	('chr17', 1.8888937155901007)	('chr18', 0.5866488352375873)	('chr19', 2.1138434570032816)	('chr2', 1.138469504982521)	('chr20', 0.9890482375280827)	('chr21', 0.6761887270822463)	('chr22', 1.1776596112588265)	('chr3', 0.9442124525541463)	('chr4', 0.704497942932444)	('chr5', 0.8356647559820055)	('chr6', 0.7716062358907746)	('chr7', 0.993509136990468)	('chr8', 0.662741347945784)	('chr9', 0.9279297358004532)	('chr16_KI270853v1_alt', 2.2311779061658714)	('chr17_KI270857v1_alt', 1.2492458980343628)	('chr15_KI270905v1_alt', 0.8165881495715366)	('chrX', 1.298328923998547)	('chrY', 0.05806081969555361)
NA19020	('chr1', 1.439742810058089)	('chr10', 1.0239065905852112)	('chr11', 1.2404495621945395)	('chr12', 1.1296331585369053)	('chr13', 0.5131379155369336)	('chr14', 0.8796186341920663)	('chr15', 1.0260970184580347)	('chr16', 1.3961724334901275)	('chr17', 2.0144346010050547)	('chr18', 0.5923312441093093)	('chr19', 2.437990163525556)	('chr2', 1.1154384688988181)	('chr20', 1.090653599909113)	('chr21', 0.7082212868551593)	('chr22', 1.375064894346292)	('chr3', 0.9399910785488212)	('chr4', 0.6783589200565746)	('chr5', 0.8370703235795418)	('chr6', 0.7690864811553939)	('chr7', 1.0123189592316657)	('chr8', 0.6722223392869748)	('chr9', 0.9702014037368686)	('chr16_KI270853v1_alt', 2.360035843980585)	('chr17_KI270857v1_alt', 1.2767128794703293)	('chr15_KI270905v1_alt', 0.7911800611026615)	('chrX', 0.6962450845335181)	('chrY', 0.23671262947327135)
NA19036	('chr1', 1.4034385777013194)	('chr10', 0.9852452805366163)	('chr11', 1.2068945205618178)	('chr12', 1.1089617827354308)	('chr13', 0.48780854449778777)	('chr14', 0.8383896234154571)	('chr15', 1.0214780285836615)	('chr16', 1.3652454926198705)	('chr17', 2.0047847136057144)	('chr18', 0.5738616197356123)	('chr19', 2.3688129251015995)	('chr2', 1.0833685337401444)	('chr20', 1.0643341365523449)	('chr21', 0.6888771610877472)	('chr22', 1.3581275656272511)	('chr3', 0.9146689183778511)	('chr4', 0.6513202049629581)	('chr5', 0.8122837681893957)	('chr6', 0.7436143750301122)	('chr7', 0.987871542256052)	('chr8', 0.6416040566874298)	('chr9', 0.9335195452961871)	('chr16_KI270853v1_alt', 2.342250474379356)	('chr17_KI270857v1_alt', 1.2770209499683598)	('chr15_KI270905v1_alt', 0.7761794655665084)	('chrX', 1.303985764961241)	('chrY', 0.06365989794062021)
NA19175	('chr1', 1.4440227666823946)	('chr10', 1.0289285024897044)	('chr11', 1.1958969978370788)	('chr12', 1.1313530775737646)	('chr13', 0.5238702355299357)	('chr14', 0.8839880193612474)	('chr15', 1.0741716133968493)	('chr16', 1.3505816081964246)	('chr17', 1.9828481491134562)	('chr18', 0.5881948335570714)	('chr19', 2.304077627097381)	('chr2', 1.1740661007809374)	('chr20', 1.0274447435698075)	('chr21', 0.693954188025516)	('chr22', 1.3011729890060149)	('chr3', 0.9429442445446782)	('chr4', 0.7067610462150018)	('chr5', 0.8573475918496143)	('chr6', 0.7742413737225646)	('chr7', 1.0290602136629503)	('chr8', 0.6497691953614834)	('chr9', 0.9600017044321971)	('chr16_KI270853v1_alt', 2.3864495821878946)	('chr17_KI270857v1_alt', 1.2225547362925389)	('chr15_KI270905v1_alt', 0.6840902126264743)	('chrX', 0.7080335013185758)	('chrY', 0.2655594764408777)
NA19184	('chr1', 1.4265848402594303)	('chr10', 1.0413699967628287)	('chr11', 1.1937379861075283)	('chr12', 1.139165611212615)	('chr13', 0.5450842907252147)	('chr14', 0.8786248060588113)	('chr15', 1.0602885948023983)	('chr16', 1.3290418392906767)	('chr17', 1.9776245931836733)	('chr18', 0.6078653259978315)	('chr19', 2.251155168344357)	('chr2', 1.1763106372436292)	('chr20', 1.0346563617550388)	('chr21', 0.6996864008170974)	('chr22', 1.256687805902498)	('chr3', 0.9493739685113912)	('chr4', 0.7224572422952961)	('chr5', 0.8643716493063173)	('chr6', 0.7896913865136245)	('chr7', 1.0222000923492194)	('chr8', 0.6600957630748766)	('chr9', 0.9565755057785164)	('chr16_KI270853v1_alt', 2.280497734779514)	('chr17_KI270857v1_alt', 1.403252220470723)	('chr15_KI270905v1_alt', 0.7586179287663561)	('chrX', 0.7076807892657405)	('chrY', 0.22436725687504946)
NA19201	('chr1', 1.3867679338585748)	('chr10', 1.035289177881255)	('chr11', 1.1808394362105001)	('chr12', 1.1972140669340918)	('chr13', 0.5845826072798894)	('chr14', 0.920969334478442)	('chr15', 1.1034225449794806)	('chr16', 1.1847898376732953)	('chr17', 1.7905486057680322)	('chr18', 0.6727020322304602)	('chr19', 2.1997445289700406)	('chr2', 1.0256980130900386)	('chr20', 1.0005315898962095)	('chr21', 0.7429537291750646)	('chr22', 0.9862472153155961)	('chr3', 0.9269183977787983)	('chr4', 0.7802660920061535)	('chr5', 0.8383148474334984)	('chr6', 0.8871376799714774)	('chr7', 0.9809901606764834)	('chr8', 0.7545766375827985)	('chr9', 0.9507229436563586)	('chr16_KI270853v1_alt', 1.418463745041831)	('chr17_KI270857v1_alt', 2.2759482096577646)	('chr15_KI270905v1_alt', 0.6975630992288704)	('chrX', 1.0077548997200332)	('chrY', 0.042636026744282504)
NA19307	('chr1', 1.442802596190821)	('chr10', 1.0494041679275772)	('chr11', 1.1854735124442035)	('chr12', 1.15724192757935)	('chr13', 0.5476681650247296)	('chr14', 0.8790536741882037)	('chr15', 1.0377946109530969)	('chr16', 1.2625995024432808)	('chr17', 1.9245905722139205)	('chr18', 0.6212504866829437)	('chr19', 2.1211684535091093)	('chr2', 1.1797480714378703)	('chr20', 1.028125689962458)	('chr21', 0.702094784183689)	('chr22', 1.2376471799025688)	('chr3', 0.9631456453672937)	('chr4', 0.7308486425901788)	('chr5', 0.8687560833319251)	('chr6', 0.8070799874712297)	('chr7', 1.0193297327305182)	('chr8', 0.6932161912233111)	('chr9', 0.9600474510736983)	('chr16_KI270853v1_alt', 2.200626721252491)	('chr17_KI270857v1_alt', 1.3957608544192264)	('chr15_KI270905v1_alt', 0.7830770169208158)	('chrX', 0.7089318609248498)	('chrY', 0.22878305967132107)
NA19324	('chr1', 1.3940959856580801)	('chr10', 1.0422761860001863)	('chr11', 1.1812482426035318)	('chr12', 1.2033455992834627)	('chr13', 0.5854087573040462)	('chr14', 0.9227206495334389)	('chr15', 1.0819958019916542)	('chr16', 1.1707599341509052)	('chr17', 1.7779674770629899)	('chr18', 0.6768952547098563)	('chr19', 2.2337045791542898)	('chr2', 1.0333568972826335)	('chr20', 1.0007433832712203)	('chr21', 0.7440393595160698)	('chr22', 0.9856083208550975)	('chr3', 0.9291247956128941)	('chr4', 0.7658736502830613)	('chr5', 0.8369598037065643)	('chr6', 0.8953180501479221)	('chr7', 0.9822317411373652)	('chr8', 0.7462352308416409)	('chr9', 0.9445437570729177)	('chr16_KI270853v1_alt', 1.354206460398926)	('chr17_KI270857v1_alt', 1.8635418079323323)	('chr15_KI270905v1_alt', 0.7493718359168949)	('chrX', 1.029045665993184)	('chrY', 0.04231442602603652)
NA19347	('chr1', 1.4189084159502174)	('chr10', 1.0559403499214)	('chr11', 1.2467295659328632)	('chr12', 1.258173819695535)	('chr13', 0.5739529729169017)	('chr14', 0.9444090311900073)	('chr15', 1.0992641487530233)	('chr16', 1.265932046400848)	('chr17', 1.9331838214506798)	('chr18', 0.6614081303009467)	('chr19', 2.359182664009713)	('chr2', 1.01857544979358)	('chr20', 1.0792339723831974)	('chr21', 0.7499922678034421)	('chr22', 1.0394402757771064)	('chr3', 0.9558219366172076)	('chr4', 0.7534607997601555)	('chr5', 0.8438210948495575)	('chr6', 0.9163042192643169)	('chr7', 0.9721897791135841)	('chr8', 0.7498567073559353)	('chr9', 0.9681514348149513)	('chr16_KI270853v1_alt', 1.4677186913856757)	('chr17_KI270857v1_alt', 1.6454986165222976)	('chr15_KI270905v1_alt', 0.7055785699295444)	('chrX', 0.5427256953895602)	('chrY', 0.23089164102260398)
NA19372	('chr1', 1.4359516480390555)	('chr10', 1.0430700221680556)	('chr11', 1.2104157794077623)	('chr12', 1.1429252881662373)	('chr13', 0.520716728130492)	('chr14', 0.8715801892880616)	('chr15', 1.0472309774060111)	('chr16', 1.3559361040229332)	('chr17', 2.022522295798088)	('chr18', 0.5968802795797513)	('chr19', 2.326047085965806)	('chr2', 1.14901509562786)	('chr20', 1.074083175858339)	('chr21', 0.6979860021270594)	('chr22', 1.3522385340202483)	('chr3', 0.9533489142865729)	('chr4', 0.6938305918278248)	('chr5', 0.8495194031930725)	('chr6', 0.7789196383854751)	('chr7', 1.0263531800462837)	('chr8', 0.662922069325115)	('chr9', 0.9610130203300412)	('chr16_KI270853v1_alt', 2.287098445675986)	('chr17_KI270857v1_alt', 1.3202948465963777)	('chr15_KI270905v1_alt', 0.7635681686483036)	('chrX', 0.6950911970585572)	('chrY', 0.21740317675970328)
NA19922	('chr1', 1.4111141460769185)	('chr10', 1.068313588678166)	('chr11', 1.1595582119173784)	('chr12', 1.1535256239819327)	('chr13', 0.5698709909435345)	('chr14', 0.9069928199642576)	('chr15', 1.0500159438532968)	('chr16', 1.2279110887630569)	('chr17', 1.888649802854311)	('chr18', 0.640270009083924)	('chr19', 2.004286421949513)	('chr2', 1.2231841344105352)	('chr20', 1.0043189212114925)	('chr21', 0.7039825163415816)	('chr22', 1.1775539666453394)	('chr3', 0.9726038268536485)	('chr4', 0.7661353217100382)	('chr5', 0.8943919592658388)	('chr6', 0.8168416773653308)	('chr7', 1.026149270883585)	('chr8', 0.6992061987174931)	('chr9', 0.9455731117259526)	('chr16_KI270853v1_alt', 2.1725619687039104)	('chr17_KI270857v1_alt', 1.1332991262826735)	('chr15_KI270905v1_alt', 0.7803272223753916)	('chrX', 0.7064930842253466)	('chrY', 0.22246319247953278)
NA20274	('chr1', 1.301623638948701)	('chr10', 1.033456976852837)	('chr11', 1.1861186862287552)	('chr12', 1.28455040645535)	('chr13', 0.5693764532831234)	('chr14', 0.9232823801353859)	('chr15', 1.1236107736543774)	('chr16', 1.2710252086231604)	('chr17', 1.884974764475245)	('chr18', 0.6449116727431418)	('chr19', 2.493244544777423)	('chr2', 1.071384153794862)	('chr20', 1.046411448643842)	('chr21', 0.7129832921460767)	('chr22', 1.0970225627456964)	('chr3', 0.9337244554915235)	('chr4', 0.7013099057958873)	('chr5', 0.7886041597229171)	('chr6', 0.8460779358640066)	('chr7', 1.0307078197135497)	('chr8', 0.7286811237928901)	('chr9', 0.9509660672153422)	('chr16_KI270853v1_alt', 1.7685832931916972)	('chr17_KI270857v1_alt', 1.761322428272499)	('chr15_KI270905v1_alt', 0.838950150143996)	('chrX', 0.9899564071752881)	('chrY', 0.04511412649131613)
NA20339	('chr1', 1.3813893495528178)	('chr10', 1.0191396864856408)	('chr11', 1.140752351244993)	('chr12', 1.1163729973680419)	('chr13', 0.5406095256929739)	('chr14', 0.8622185836837439)	('chr15', 1.0674174663500933)	('chr16', 1.2347341167674566)	('chr17', 1.8767179850873594)	('chr18', 0.6067923163939652)	('chr19', 2.0449529353714557)	('chr2', 1.1609256409594342)	('chr20', 0.9896973150414771)	('chr21', 0.6826325725639586)	('chr22', 1.2113501975753298)	('chr3', 0.9361893877338681)	('chr4', 0.7218339261802559)	('chr5', 0.8612941802424977)	('chr6', 0.7817266300645288)	('chr7', 0.9966990314926112)	('chr8', 0.6523699872223827)	('chr9', 0.9427063371821971)	('chr16_KI270853v1_alt', 2.162680130328705)	('chr17_KI270857v1_alt', 1.2113225569774972)	('chr15_KI270905v1_alt', 0.749443307442945)	('chrX', 1.292292302715875)	('chrY', 0.05181978664263178)
NA20342	('chr1', 1.3963862232556141)	('chr10', 1.0791923803201242)	('chr11', 1.2035448775223165)	('chr12', 1.2377217891678198)	('chr13', 0.6131239533650533)	('chr14', 0.9382172693182605)	('chr15', 1.1059677037448303)	('chr16', 1.2194813495254584)	('chr17', 1.7609076671862969)	('chr18', 0.7203579520539101)	('chr19', 2.1518018642590033)	('chr2', 1.0515197424086713)	('chr20', 1.045401757097306)	('chr21', 0.7542989602194554)	('chr22', 0.9985096786223298)	('chr3', 0.967699651323041)	('chr4', 0.8035699025746228)	('chr5', 0.8760644420342532)	('chr6', 0.9317301554304035)	('chr7', 1.0045889967162551)	('chr8', 0.7821752267886788)	('chr9', 0.9683668106122157)	('chr16_KI270853v1_alt', 1.5249320672593232)	('chr17_KI270857v1_alt', 1.3570279312154785)	('chr15_KI270905v1_alt', 0.7103263977505142)	('chrX', 0.5261337358595277)	('chrY', 0.2570025241993571)
NA20351	('chr1', 1.4224177392151536)	('chr10', 1.048577903681414)	('chr11', 1.183933622073985)	('chr12', 1.1485530792275458)	('chr13', 0.5610940616544768)	('chr14', 0.8966757390293191)	('chr15', 1.0565072567148341)	('chr16', 1.2648425664322323)	('chr17', 1.9149036101852355)	('chr18', 0.6300042452254958)	('chr19', 2.1293872338497875)	('chr2', 1.1948156222138444)	('chr20', 1.0198561832509327)	('chr21', 0.705972413096817)	('chr22', 1.2292375827320916)	('chr3', 0.9614785509642276)	('chr4', 0.7388587882143111)	('chr5', 0.8751893266031048)	('chr6', 0.8036325903689815)	('chr7', 1.020605903388323)	('chr8', 0.6691550838933444)	('chr9', 0.9657846447399697)	('chr16_KI270853v1_alt', 2.0450282949099146)	('chr17_KI270857v1_alt', 1.2850301796117882)	('chr15_KI270905v1_alt', 0.8189642572878184)	('chrX', 0.7143845492900783)	('chrY', 0.2289215475882021)
NA20355	('chr1', 1.3183210868642876)	('chr10', 1.0173742675689403)	('chr11', 1.2148627736854727)	('chr12', 1.2360767483653223)	('chr13', 0.5252523797151654)	('chr14', 0.9189017546854744)	('chr15', 1.1308881449151773)	('chr16', 1.3572147216168653)	('chr17', 1.972949842164166)	('chr18', 0.628170010661414)	('chr19', 2.6952276930694237)	('chr2', 1.0344795580127446)	('chr20', 1.0817642814939812)	('chr21', 0.7231597694451104)	('chr22', 1.2197657911398372)	('chr3', 0.9132592752779767)	('chr4', 0.6481363201723507)	('chr5', 0.762572738546727)	('chr6', 0.8141270302139981)	('chr7', 1.0443598949818156)	('chr8', 0.6976867745626025)	('chr9', 0.9567059595480271)	('chr16_KI270853v1_alt', 1.9676843882368205)	('chr17_KI270857v1_alt', 1.8613774397047733)	('chr15_KI270905v1_alt', 0.9158580079751576)	('chrX', 0.9992010964733891)	('chrY', 0.04832540975321811)
NA20503	('chr1', 1.3769879978142596)	('chr10', 1.0266219836495591)	('chr11', 1.1643414178818379)	('chr12', 1.1074417409912882)	('chr13', 0.5407138240041968)	('chr14', 0.8521634039613025)	('chr15', 1.0288629856344933)	('chr16', 1.263794282883764)	('chr17', 1.85571531123828)	('chr18', 0.6205234211131649)	('chr19', 2.1175532123501903)	('chr2', 1.1370337459133122)	('chr20', 1.0361849896207436)	('chr21', 0.6972414085133977)	('chr22', 1.2077369440183892)	('chr3', 0.9366698722535203)	('chr4', 0.7089906508004343)	('chr5', 0.8461750960900928)	('chr6', 0.7831756374702779)	('chr7', 0.9949005638535465)	('chr8', 0.6805071469151185)	('chr9', 0.9386449473094093)	('chr16_KI270853v1_alt', 2.2052215629210323)	('chr17_KI270857v1_alt', 1.2244922706132566)	('chr15_KI270905v1_alt', 0.7717926504613739)	('chrX', 1.296373170478244)	('chrY', 0.05654688626389742)
NA20506	('chr1', 1.424343003531955)	('chr10', 1.023871553078318)	('chr11', 1.200645154238627)	('chr12', 1.1422228975873558)	('chr13', 0.5233370831580924)	('chr14', 0.8774760686597867)	('chr15', 1.0580165384888605)	('chr16', 1.3663984165253686)	('chr17', 1.9969961639626566)	('chr18', 0.6033573554112948)	('chr19', 2.429404362305566)	('chr2', 1.138637281066057)	('chr20', 1.070865178930592)	('chr21', 0.7134197097110709)	('chr22', 1.3346785837125905)	('chr3', 0.9417189775461359)	('chr4', 0.6967601696584114)	('chr5', 0.8478125238486728)	('chr6', 0.7761692497339272)	('chr7', 1.0386937574855952)	('chr8', 0.6709916883972413)	('chr9', 0.964683867404689)	('chr16_KI270853v1_alt', 2.2940355650896826)	('chr17_KI270857v1_alt', 1.200231211308959)	('chr15_KI270905v1_alt', 0.8134765771908803)	('chrX', 0.7364982167937432)	('chrY', 0.043846680387559976)
