Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
NA20351	('chr1', 8735938)	('chr10', 3461047)	('chr11', 3945470)	('chr12', 3776242)	('chr13', 1583016)	('chr14', 2367858)	('chr15', 2658240)	('chr16', 2818822)	('chr17', 3933046)	('chr18', 1249149)	('chr19', 3079228)	('chr2', 7138755)	('chr20', 1621368)	('chr21', 813498)	('chr22', 1541049)	('chr3', 4703397)	('chr4', 3467083)	('chr5', 3919487)	('chr6', 3386255)	('chr7', 4011975)	('chr8', 2395901)	('chr9', 3297303)	('chr16_KI270853v1_alt', 134181)	('chr17_KI270857v1_alt', 91206)	('chr15_KI270905v1_alt', 104278)	('chrX', 2749980)	('chrY', 323184)
NA20355	('chr1', 4702083)	('chr10', 1950178)	('chr11', 2351177)	('chr12', 2360157)	('chr13', 860606)	('chr14', 1409211)	('chr15', 1652449)	('chr16', 1756574)	('chr17', 2353341)	('chr18', 723327)	('chr19', 2263442)	('chr2', 3589469)	('chr20', 998762)	('chr21', 483938)	('chr22', 888063)	('chr3', 2594495)	('chr4', 1766265)	('chr5', 1983331)	('chr6', 1992237)	('chr7', 2384169)	('chr8', 1450739)	('chr9', 1896897)	('chr16_KI270853v1_alt', 74978)	('chr17_KI270857v1_alt', 76724)	('chr15_KI270905v1_alt', 67724)	('chrX', 2233763)	('chrY', 39621)
NA20503	('chr1', 7990699)	('chr10', 3201766)	('chr11', 3666266)	('chr12', 3440344)	('chr13', 1441416)	('chr14', 2126255)	('chr15', 2445972)	('chr16', 2661214)	('chr17', 3601353)	('chr18', 1162522)	('chr19', 2893302)	('chr2', 6418997)	('chr20', 1556511)	('chr21', 759144)	('chr22', 1430623)	('chr3', 4329431)	('chr4', 3143515)	('chr5', 3580632)	('chr6', 3118125)	('chr7', 3695320)	('chr8', 2302221)	('chr9', 3027974)	('chr16_KI270853v1_alt', 136715)	('chr17_KI270857v1_alt', 82118)	('chr15_KI270905v1_alt', 92854)	('chrX', 4715196)	('chrY', 75430)
NA20506	('chr1', 5421236)	('chr10', 2094371)	('chr11', 2479633)	('chr12', 2327346)	('chr13', 915024)	('chr14', 1436008)	('chr15', 1649740)	('chr16', 1887165)	('chr17', 2541913)	('chr18', 741390)	('chr19', 2177150)	('chr2', 4216075)	('chr20', 1055064)	('chr21', 509466)	('chr22', 1036952)	('chr3', 2854925)	('chr4', 2026224)	('chr5', 2353035)	('chr6', 2026842)	('chr7', 2530399)	('chr8', 1488883)	('chr9', 2041103)	('chr16_KI270853v1_alt', 93281)	('chr17_KI270857v1_alt', 52793)	('chr15_KI270905v1_alt', 64191)	('chrX', 1756995)	('chrY', 38362)
NA20507	('chr1', 5989223)	('chr10', 2233172)	('chr11', 2798157)	('chr12', 2484460)	('chr13', 876172)	('chr14', 1507562)	('chr15', 1795468)	('chr16', 2132316)	('chr17', 2868057)	('chr18', 727274)	('chr19', 2476125)	('chr2', 4323259)	('chr20', 1162549)	('chr21', 522495)	('chr22', 1214623)	('chr3', 3067780)	('chr4', 1989044)	('chr5', 2419758)	('chr6', 2080463)	('chr7', 2633594)	('chr8', 1482229)	('chr9', 2172570)	('chr16_KI270853v1_alt', 107142)	('chr17_KI270857v1_alt', 51493)	('chr15_KI270905v1_alt', 71561)	('chrX', 3425112)	('chrY', 62473)
NA20511	('chr1', 6033908)	('chr10', 2559579)	('chr11', 2966572)	('chr12', 3097745)	('chr13', 1207156)	('chr14', 1858113)	('chr15', 2107164)	('chr16', 2091046)	('chr17', 2863232)	('chr18', 978612)	('chr19', 2684551)	('chr2', 4893194)	('chr20', 1236465)	('chr21', 613677)	('chr22', 1008715)	('chr3', 3444236)	('chr4', 2510706)	('chr5', 2685897)	('chr6', 2688501)	('chr7', 3060694)	('chr8', 1951730)	('chr9', 2448256)	('chr16_KI270853v1_alt', 86050)	('chr17_KI270857v1_alt', 101021)	('chr15_KI270905v1_alt', 81517)	('chrX', 1520151)	('chrY', 295095)
NA20761	('chr1', 9015061)	('chr10', 4214122)	('chr11', 4597975)	('chr12', 4795263)	('chr13', 2039387)	('chr14', 2665526)	('chr15', 2779766)	('chr16', 2663247)	('chr17', 3990768)	('chr18', 1515720)	('chr19', 3290877)	('chr2', 6119945)	('chr20', 2107160)	('chr21', 967111)	('chr22', 1458394)	('chr3', 5004227)	('chr4', 3704610)	('chr5', 4018100)	('chr6', 4465995)	('chr7', 4317454)	('chr8', 3104978)	('chr9', 3809425)	('chr16_KI270853v1_alt', 72872)	('chr17_KI270857v1_alt', 99364)	('chr15_KI270905v1_alt', 85463)	('chrX', 4091545)	('chrY', 53289)
NA20864	('chr1', 11338020)	('chr10', 5224975)	('chr11', 5834352)	('chr12', 5985849)	('chr13', 2459069)	('chr14', 3292518)	('chr15', 3475228)	('chr16', 3415182)	('chr17', 5177578)	('chr18', 1826582)	('chr19', 4399070)	('chr2', 7485343)	('chr20', 2681541)	('chr21', 1193515)	('chr22', 1914788)	('chr3', 6159927)	('chr4', 4440541)	('chr5', 4887866)	('chr6', 5462027)	('chr7', 5373453)	('chr8', 3735195)	('chr9', 4769153)	('chr16_KI270853v1_alt', 102646)	('chr17_KI270857v1_alt', 121663)	('chr15_KI270905v1_alt', 105436)	('chrX', 2643076)	('chrY', 443588)
NA20900	('chr1', 5532199)	('chr10', 2324330)	('chr11', 2767662)	('chr12', 2840726)	('chr13', 1072636)	('chr14', 1680906)	('chr15', 1958749)	('chr16', 1999591)	('chr17', 2728652)	('chr18', 886930)	('chr19', 2576218)	('chr2', 4412066)	('chr20', 1162547)	('chr21', 569389)	('chr22', 986002)	('chr3', 3135919)	('chr4', 2230045)	('chr5', 2431000)	('chr6', 2433821)	('chr7', 2798023)	('chr8', 1783598)	('chr9', 2252165)	('chr16_KI270853v1_alt', 81546)	('chr17_KI270857v1_alt', 85896)	('chr15_KI270905v1_alt', 74929)	('chrX', 2526749)	('chrY', 40879)
NA21092	('chr1', 6637131)	('chr10', 2651897)	('chr11', 3065961)	('chr12', 3101289)	('chr13', 1264334)	('chr14', 1911335)	('chr15', 2125231)	('chr16', 2023391)	('chr17', 2793375)	('chr18', 1011558)	('chr19', 2464312)	('chr2', 4731687)	('chr20', 1231818)	('chr21', 667883)	('chr22', 944251)	('chr3', 3512942)	('chr4', 2744187)	('chr5', 2864078)	('chr6', 2932231)	('chr7', 2958116)	('chr8', 2025167)	('chr9', 2471681)	('chr16_KI270853v1_alt', 75069)	('chr17_KI270857v1_alt', 75906)	('chr15_KI270905v1_alt', 71900)	('chrX', 1570793)	('chrY', 260179)
