Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
NA11840	('chr1', 0.10585183935429017)	('chr10', 0.04365678618655084)	('chr11', 0.04917593277677328)	('chr12', 0.05018590645065732)	('chr13', 0.021700277197325507)	('chr14', 0.03089355030689288)	('chr15', 0.03473443279508723)	('chr16', 0.031813149313841986)	('chr17', 0.04424873616932062)	('chr18', 0.01761997538352596)	('chr19', 0.0385963972580277)	('chr2', 0.07957795847672192)	('chr20', 0.0199577457575539)	('chr21', 0.010821140669251782)	('chr22', 0.014832027221241904)	('chr3', 0.058366774922198425)	('chr4', 0.04680184093850251)	('chr5', 0.04847297557426472)	('chr6', 0.048811043016196494)	('chr7', 0.0494984134486166)	('chr8', 0.03493297515221666)	('chr9', 0.04087006372047295)	('chr16_KI270853v1_alt', 0.0012128059677350591)	('chr17_KI270857v1_alt', 0.0014295294852560085)	('chr15_KI270905v1_alt', 0.0011726848452530963)	('chrX', 0.0497479856244629)	('chrY', 0.0007274302700917603)
NA12046	('chr1', 0.10815537319309501)	('chr10', 0.0418717605274093)	('chr11', 0.05072593045251054)	('chr12', 0.045611451176759896)	('chr13', 0.01776399979899453)	('chr14', 0.02791100220399674)	('chr15', 0.03236353575082102)	('chr16', 0.03793984326013115)	('chr17', 0.05056557006342369)	('chr18', 0.014538911410067508)	('chr19', 0.04396597114602785)	('chr2', 0.08147744672194586)	('chr20', 0.021213322303595353)	('chr21', 0.009990819539265592)	('chr22', 0.020881865088598812)	('chr3', 0.05587183196911297)	('chr4', 0.0393255095922596)	('chr5', 0.046211622031410535)	('chr6', 0.039517029865659324)	('chr7', 0.04935570279363297)	('chr8', 0.029362176945762226)	('chr9', 0.040979788657681024)	('chr16_KI270853v1_alt', 0.00187393203230053)	('chr17_KI270857v1_alt', 0.000980830011327748)	('chr15_KI270905v1_alt', 0.001252691929448694)	('chrX', 0.06266650306381984)	('chrY', 0.0013180590701801723)
NA12234	('chr1', 0.10888943969892492)	('chr10', 0.04265276009989212)	('chr11', 0.04900694490179388)	('chr12', 0.04668894523022054)	('chr13', 0.018854214147775442)	('chr14', 0.028409107056341976)	('chr15', 0.03340982927373844)	('chr16', 0.03447489914595476)	('chr17', 0.04790026566973894)	('chr18', 0.015114020766499392)	('chr19', 0.03710844418556922)	('chr2', 0.08724426306703796)	('chr20', 0.019904811870708628)	('chr21', 0.009739092324095582)	('chr22', 0.018309168602361682)	('chr3', 0.05810575659778645)	('chr4', 0.04230165988910843)	('chr5', 0.04791716271489983)	('chr6', 0.04173035750934959)	('chr7', 0.049130738153132576)	('chr8', 0.028986324946426792)	('chr9', 0.040257410883377524)	('chr16_KI270853v1_alt', 0.0018055898267308414)	('chr17_KI270857v1_alt', 0.0009609074658497434)	('chr15_KI270905v1_alt', 0.0013013813813220125)	('chrX', 0.06546506846361438)	('chrY', 0.0009729547192551313)
NA12347	('chr1', 0.1069903699480559)	('chr10', 0.049764280737965336)	('chr11', 0.05411257229203995)	('chr12', 0.05697563813163655)	('chr13', 0.024008909633705076)	('chr14', 0.03099533199951586)	('chr15', 0.033359553285172004)	('chr16', 0.030477498963016884)	('chr17', 0.0468542802651601)	('chr18', 0.017516533704569844)	('chr19', 0.03905133541137634)	('chr2', 0.07227175216484444)	('chr20', 0.024327279348045662)	('chr21', 0.01115633215916634)	('chr22', 0.01651771823644375)	('chr3', 0.05891735015965358)	('chr4', 0.043472609787951685)	('chr5', 0.04696780318750903)	('chr6', 0.052634991636863866)	('chr7', 0.050535456139846904)	('chr8', 0.03584255679731402)	('chr9', 0.044771560351016065)	('chr16_KI270853v1_alt', 0.0009228615378920136)	('chr17_KI270857v1_alt', 0.001109305199893512)	('chr15_KI270905v1_alt', 0.001012207625371944)	('chrX', 0.025067927726589338)	('chrY', 0.004218414235724797)
NA18488	('chr1', 0.09487160257904843)	('chr10', 0.044535139407979006)	('chr11', 0.04783216591670655)	('chr12', 0.04709485393090397)	('chr13', 0.025799982924743958)	('chr14', 0.03002868775552828)	('chr15', 0.03076316675092006)	('chr16', 0.03350725206888375)	('chr17', 0.03728187216376518)	('chr18', 0.021473923731480223)	('chr19', 0.03093046228991554)	('chr2', 0.07721908470221626)	('chr20', 0.022192984190367235)	('chr21', 0.013022997365705486)	('chr22', 0.01513038879783681)	('chr3', 0.0613652837955047)	('chr4', 0.053057017549188276)	('chr5', 0.05386060383892843)	('chr6', 0.05109529594367684)	('chr7', 0.04966084189848131)	('chr8', 0.04027083167431279)	('chr9', 0.040648193728388786)	('chr16_KI270853v1_alt', 0.0008228649827695646)	('chr17_KI270857v1_alt', 0.0009169003837735587)	('chr15_KI270905v1_alt', 0.0009713512326048591)	('chrX', 0.04939464572543717)	('chrY', 0.0013712667619979904)
NA18498	('chr1', 0.09517617978965913)	('chr10', 0.0456665368437776)	('chr11', 0.04961982631821794)	('chr12', 0.047615850446456734)	('chr13', 0.02544896156276295)	('chr14', 0.030497012008560403)	('chr15', 0.030343785888296164)	('chr16', 0.037012165929136503)	('chr17', 0.03998157244984254)	('chr18', 0.021369006677827217)	('chr19', 0.03314238544803503)	('chr2', 0.07661356532869269)	('chr20', 0.023706803814400833)	('chr21', 0.013737418852958509)	('chr22', 0.01695202252984736)	('chr3', 0.06159379338730778)	('chr4', 0.05224960181353445)	('chr5', 0.05387580431872594)	('chr6', 0.05064825497968156)	('chr7', 0.05039966037655256)	('chr8', 0.040532842949124896)	('chr9', 0.0414531721741113)	('chr16_KI270853v1_alt', 0.0008578616688681239)	('chr17_KI270857v1_alt', 0.0012221210271388947)	('chr15_KI270905v1_alt', 0.0009595198490533267)	('chrX', 0.02544897419267725)	('chrY', 0.006899204354551955)
NA18499	('chr1', 0.1092109256706462)	('chr10', 0.04203354884216987)	('chr11', 0.05289037874279164)	('chr12', 0.05112527489669649)	('chr13', 0.0176425605366187)	('chr14', 0.030508658504121117)	('chr15', 0.034661145842341125)	('chr16', 0.03852707933811149)	('chr17', 0.05443336097136666)	('chr18', 0.014526075551870484)	('chr19', 0.04972980855151272)	('chr2', 0.0720437053955206)	('chr20', 0.02216298979088352)	('chr21', 0.009854739244481296)	('chr22', 0.01838692229304115)	('chr3', 0.055445625136706526)	('chr4', 0.03823035198646245)	('chr5', 0.04482617711740399)	('chr6', 0.04584013686761043)	('chr7', 0.0467082763192922)	('chr8', 0.0303950543180612)	('chr9', 0.041728343566188)	('chr16_KI270853v1_alt', 0.0012784709893907255)	('chr17_KI270857v1_alt', 0.001824449316424961)	('chr15_KI270905v1_alt', 0.00106313171133685)	('chrX', 0.04924148010994172)	('chrY', 0.0005951502881646481)
NA18526	('chr1', 0.10498092505049791)	('chr10', 0.04870548751116901)	('chr11', 0.053384029103056736)	('chr12', 0.05589723665200505)	('chr13', 0.022979138788229932)	('chr14', 0.031180533583430405)	('chr15', 0.032308302338869166)	('chr16', 0.03137905498220013)	('chr17', 0.047375150290872886)	('chr18', 0.017163638014876584)	('chr19', 0.038580086760695416)	('chr2', 0.07022371740765766)	('chr20', 0.024437814109320312)	('chr21', 0.010934834459474725)	('chr22', 0.01691852925028285)	('chr3', 0.05766864260143195)	('chr4', 0.04149469154537874)	('chr5', 0.04580662017841127)	('chr6', 0.051199812166954)	('chr7', 0.04965230630667423)	('chr8', 0.03472638846615263)	('chr9', 0.044508403343392976)	('chr16_KI270853v1_alt', 0.000890754123020297)	('chr17_KI270857v1_alt', 0.0011724913971413718)	('chr15_KI270905v1_alt', 0.0009031002360218205)	('chrX', 0.045930337451849775)	('chrY', 0.0005914146728522367)
NA18530	('chr1', 0.10637349645909316)	('chr10', 0.05009143284387855)	('chr11', 0.05371660392818368)	('chr12', 0.057113680247074465)	('chr13', 0.024387228294977914)	('chr14', 0.03144527014335931)	('chr15', 0.03289223721509831)	('chr16', 0.03024543293134472)	('chr17', 0.04650960673336382)	('chr18', 0.017891312716379757)	('chr19', 0.03678579607260666)	('chr2', 0.07268916821806802)	('chr20', 0.024220807940785086)	('chr21', 0.011167796332182543)	('chr22', 0.016154894013600443)	('chr3', 0.059259229987566504)	('chr4', 0.04412139041290683)	('chr5', 0.047614303756672006)	('chr6', 0.05327308093833242)	('chr7', 0.050865370846594024)	('chr8', 0.03639533848005354)	('chr9', 0.04513337294303005)	('chr16_KI270853v1_alt', 0.0009203529843896526)	('chr17_KI270857v1_alt', 0.00136418469912546)	('chr15_KI270905v1_alt', 0.0009432515501120557)	('chrX', 0.025167552492448016)	('chrY', 0.004210231202654724)
NA18645	('chr1', 0.11179097465911066)	('chr10', 0.042109152392427275)	('chr11', 0.052823476928656875)	('chr12', 0.04690783678209289)	('chr13', 0.017283012816545866)	('chr14', 0.02868581569939423)	('chr15', 0.032822454489342685)	('chr16', 0.040824344387696075)	('chr17', 0.054273877052210595)	('chr18', 0.01422469233993847)	('chr19', 0.04858121477629297)	('chr2', 0.08173539162923552)	('chr20', 0.022709647145430154)	('chr21', 0.010361959661002174)	('chr22', 0.02348958537933306)	('chr3', 0.05719609471232055)	('chr4', 0.03798910940692601)	('chr5', 0.046175210582139276)	('chr6', 0.03973160429876538)	('chr7', 0.050955297338805716)	('chr8', 0.02942408145935454)	('chr9', 0.04228610973141596)	('chr16_KI270853v1_alt', 0.0016047561724392334)	('chr17_KI270857v1_alt', 0.001072592653181589)	('chr15_KI270905v1_alt', 0.0012005374802036915)	('chrX', 0.03379383641293848)	('chrY', 0.004189870209400953)
NA18858	('chr1', 0.10408125466363319)	('chr10', 0.04911586635298369)	('chr11', 0.052760474743080966)	('chr12', 0.0557655455827728)	('chr13', 0.023992717185908025)	('chr14', 0.03044439246999989)	('chr15', 0.031697109295959834)	('chr16', 0.029313172340663152)	('chr17', 0.04527079206981563)	('chr18', 0.017446317867225555)	('chr19', 0.036481591194776154)	('chr2', 0.07142550531165145)	('chr20', 0.023340008623316)	('chr21', 0.010756662462261821)	('chr22', 0.015851447233012878)	('chr3', 0.057784350554330205)	('chr4', 0.04336947805212511)	('chr5', 0.04648512526741685)	('chr6', 0.052126194222215774)	('chr7', 0.05018168643476341)	('chr8', 0.03601558437063179)	('chr9', 0.04484701211200918)	('chr16_KI270853v1_alt', 0.0008515250321749303)	('chr17_KI270857v1_alt', 0.0013500084360292429)	('chr15_KI270905v1_alt', 0.0008980257741514295)	('chrX', 0.04834097857370451)	('chrY', 0.0005326906594407293)
NA18870	('chr1', 0.10991284720501486)	('chr10', 0.042175032375767925)	('chr11', 0.05284901189905225)	('chr12', 0.05144817809033767)	('chr13', 0.018124512865992943)	('chr14', 0.030579196925784435)	('chr15', 0.03454953127308893)	('chr16', 0.037697364306479436)	('chr17', 0.05348437631428245)	('chr18', 0.014853052446127526)	('chr19', 0.04806261743864798)	('chr2', 0.07258132127020393)	('chr20', 0.021954989456409304)	('chr21', 0.010120254599051953)	('chr22', 0.017908285029846524)	('chr3', 0.05654958730061872)	('chr4', 0.039614571352896935)	('chr5', 0.044628729585369134)	('chr6', 0.045691243870187574)	('chr7', 0.04642284783159449)	('chr8', 0.030712031226417517)	('chr9', 0.04101342549311268)	('chr16_KI270853v1_alt', 0.0012896230195154337)	('chr17_KI270857v1_alt', 0.0017950571331237033)	('chr15_KI270905v1_alt', 0.0010753166263237641)	('chrX', 0.0491264417982083)	('chrY', 0.0005976633754362485)
NA18946	('chr1', 0.10823031880286271)	('chr10', 0.04139232270657124)	('chr11', 0.050208197787898506)	('chr12', 0.045283018867924525)	('chr13', 0.01756668835393624)	('chr14', 0.027924528301886794)	('chr15', 0.03202992843201041)	('chr16', 0.036226415094339624)	('chr17', 0.0483409238776838)	('chr18', 0.015185426154847104)	('chr19', 0.039830839297332464)	('chr2', 0.0826284970722186)	('chr20', 0.021333767078724787)	('chr21', 0.010071567989590111)	('chr22', 0.020357839947950554)	('chr3', 0.05604424202992843)	('chr4', 0.04011060507482108)	('chr5', 0.04662329212752114)	('chr6', 0.03992843201040989)	('chr7', 0.04808067664281067)	('chr8', 0.028770331815224464)	('chr9', 0.04059206245933637)	('chr16_KI270853v1_alt', 0.0017631750162654522)	('chr17_KI270857v1_alt', 0.000988939492517892)	('chr15_KI270905v1_alt', 0.0012687052700065063)	('chrX', 0.07464541314248536)	('chrY', 0.0012817176317501627)
NA18993	('chr1', 0.10851539143368875)	('chr10', 0.04297400671854073)	('chr11', 0.04794310839127831)	('chr12', 0.046247213233852065)	('chr13', 0.019673211663522656)	('chr14', 0.02900935856098497)	('chr15', 0.03311672838168289)	('chr16', 0.033784183982577556)	('chr17', 0.0480830753864954)	('chr18', 0.015471577718716354)	('chr19', 0.03666416774321971)	('chr2', 0.08933527407571332)	('chr20', 0.019698406035053195)	('chr21', 0.010062269615200568)	('chr22', 0.018064739257154343)	('chr3', 0.05812578929608144)	('chr4', 0.04357729711283436)	('chr5', 0.048786409146972)	('chr6', 0.04207972367600532)	('chr7', 0.050173677158042405)	('chr8', 0.029926633615233306)	('chr9', 0.04087067499485648)	('chr16_KI270853v1_alt', 0.0017801471351297383)	('chr17_KI270857v1_alt', 0.001121938321554405)	('chr15_KI270905v1_alt', 0.0012806175654346092)	('chrX', 0.06054248089679342)	('chrY', 0.0009019366333909363)
NA19001	('chr1', 0.10838335414736333)	('chr10', 0.04367723482254361)	('chr11', 0.04815292269266406)	('chr12', 0.04580026588244773)	('chr13', 0.019489989122990773)	('chr14', 0.028308423639366715)	('chr15', 0.034689602384884985)	('chr16', 0.03496354187648552)	('chr17', 0.04900294082101277)	('chr18', 0.014692019498046167)	('chr19', 0.038609354227933775)	('chr2', 0.08591628731418442)	('chr20', 0.01986061314103855)	('chr21', 0.009841679087942633)	('chr22', 0.01864802803851267)	('chr3', 0.05834105466704266)	('chr4', 0.041755629859404585)	('chr5', 0.047270676388832936)	('chr6', 0.041066752608467955)	('chr7', 0.049329251097772225)	('chr8', 0.029972203198646418)	('chr9', 0.040015308383354146)	('chr16_KI270853v1_alt', 0.0018490915683035895)	('chr17_KI270857v1_alt', 0.0011199290980139387)	('chr15_KI270905v1_alt', 0.0013132981509084317)	('chrX', 0.06312693872618136)	('chrY', 0.001035330137372598)
NA19020	('chr1', 0.11168627752878)	('chr10', 0.042687394550356146)	('chr11', 0.052213525262572134)	('chr12', 0.04691143242919192)	('chr13', 0.01828589629022875)	('chr14', 0.029339125882016277)	('chr15', 0.032609387732319334)	('chr16', 0.039300923273751155)	('chr17', 0.05225980621679004)	('chr18', 0.014834329610884624)	('chr19', 0.04452989435708732)	('chr2', 0.08417821606620562)	('chr20', 0.021900902702999756)	('chr21', 0.01030790125495608)	('chr22', 0.02177390517548152)	('chr3', 0.05808022416120841)	('chr4', 0.040206368608834864)	('chr5', 0.04735018450565867)	('chr6', 0.040932645158918333)	('chr7', 0.05026318759608288)	('chr8', 0.030400977108533844)	('chr9', 0.04183819837501421)	('chr16_KI270853v1_alt', 0.001955882750514436)	('chr17_KI270857v1_alt', 0.001144552810441691)	('chr15_KI270905v1_alt', 0.001272434962259662)	('chrX', 0.033852608516485264)	('chrY', 0.004221017210495209)
NA19036	('chr1', 0.10887002135987173)	('chr10', 0.04107557701636141)	('chr11', 0.0508011123218338)	('chr12', 0.046052991047756835)	('chr13', 0.01738327296442384)	('chr14', 0.02796395817848418)	('chr15', 0.032462596123888944)	('chr16', 0.03843035936554146)	('chr17', 0.052009462400588825)	('chr18', 0.014371776776683482)	('chr19', 0.04326637198319915)	('chr2', 0.08175801091254876)	('chr20', 0.021372393920541438)	('chr21', 0.010026354594364512)	('chr22', 0.02150570562288536)	('chr3', 0.05651561703616367)	('chr4', 0.03860378255354639)	('chr5', 0.04594809445668369)	('chr6', 0.03957695798065703)	('chr7', 0.0490493358801992)	('chr8', 0.029016277948730983)	('chr9', 0.04025635890921433)	('chr16_KI270853v1_alt', 0.0019411431025115082)	('chr17_KI270857v1_alt', 0.0011448289907481678)	('chr15_KI270905v1_alt', 0.0012483098823273951)	('chrX', 0.06340198386014938)	('chrY', 0.0011351718977718002)
NA19175	('chr1', 0.11201828989933256)	('chr10', 0.04289676163211477)	('chr11', 0.050338199964802544)	('chr12', 0.04698285726748704)	('chr13', 0.018668347254001783)	('chr14', 0.029484863974096786)	('chr15', 0.03413719950667751)	('chr16', 0.03801758499555883)	('chr17', 0.05144036941099485)	('chr18', 0.014730737443245203)	('chr19', 0.04208398165840234)	('chr2', 0.08860263713615052)	('chr20', 0.02063163534554513)	('chr21', 0.010100248860626482)	('chr22', 0.020603840150383388)	('chr3', 0.05826269455580983)	('chr4', 0.04188976410911828)	('chr5', 0.04849719971670197)	('chr6', 0.041207001025851994)	('chr7', 0.05109441653277302)	('chr8', 0.029385542966286336)	('chr9', 0.04139835460522506)	('chr16_KI270853v1_alt', 0.001977773170131599)	('chr17_KI270857v1_alt', 0.0010960008956147958)	('chr15_KI270905v1_alt', 0.0011002050565738703)	('chrX', 0.03442578119277224)	('chrY', 0.004735409018780777)
NA19184	('chr1', 0.11066556420666314)	('chr10', 0.043415456383878503)	('chr11', 0.05024732193403147)	('chr12', 0.04730729634855509)	('chr13', 0.01942431948183872)	('chr14', 0.029305977370180303)	('chr15', 0.033695996844455796)	('chr16', 0.03741126103098736)	('chr17', 0.051304856438512736)	('chr18', 0.01522336478879985)	('chr19', 0.0411173528620082)	('chr2', 0.0887720244045594)	('chr20', 0.020776448463311482)	('chr21', 0.010183679116853873)	('chr22', 0.01989942528051618)	('chr3', 0.05865997471921087)	('chr4', 0.04282007847029485)	('chr5', 0.048894526449217095)	('chr6', 0.042029288124602104)	('chr7', 0.05075380099714613)	('chr8', 0.029852557717681815)	('chr9', 0.041250605922948595)	('chr16_KI270853v1_alt', 0.0018899654398974422)	('chr17_KI270857v1_alt', 0.0012579933190339802)	('chr15_KI270905v1_alt', 0.001220066105070951)	('chrX', 0.03440863173878122)	('chrY', 0.004000876737538506)
NA19201	('chr1', 0.10757681666956379)	('chr10', 0.04316194271654422)	('chr11', 0.049704390740837656)	('chr12', 0.04971793398575406)	('chr13', 0.020831859439983603)	('chr14', 0.030718352462551175)	('chr15', 0.03506679481038766)	('chr16', 0.03335070467586876)	('chr17', 0.04645160637753865)	('chr18', 0.016847133719957934)	('chr19', 0.040178337449059166)	('chr2', 0.07740581965924931)	('chr20', 0.020091204946667364)	('chr21', 0.010813419222887848)	('chr22', 0.015617047191124375)	('chr3', 0.05727248859133149)	('chr4', 0.04624641201085422)	('chr5', 0.04742058293270426)	('chr6', 0.047215615865235205)	('chr7', 0.04870766473979439)	('chr8', 0.03412541616828946)	('chr9', 0.040998224660536674)	('chr16_KI270853v1_alt', 0.0011755536587436033)	('chr17_KI270857v1_alt', 0.00204035140685997)	('chr15_KI270905v1_alt', 0.001121873160711323)	('chrX', 0.048998740326689966)	('chrY', 0.0007602779922440583)
NA19307	('chr1', 0.11192363667432438)	('chr10', 0.04375040669824135)	('chr11', 0.04989945022884223)	('chr12', 0.04805797004062792)	('chr13', 0.01951639698388508)	('chr14', 0.029320281996692208)	('chr15', 0.03298113750095172)	('chr16', 0.03554097257668757)	('chr17', 0.049929012488357356)	('chr18', 0.015558582435129116)	('chr19', 0.03874314530119178)	('chr2', 0.0890314354670108)	('chr20', 0.02064530911024241)	('chr21', 0.010218732254040899)	('chr22', 0.01959792039394036)	('chr3', 0.059510899900438535)	('chr4', 0.043317437203887095)	('chr5', 0.04914253877771256)	('chr6', 0.04295475158059525)	('chr7', 0.05061128324355935)	('chr8', 0.0313504153744705)	('chr9', 0.041400327347229704)	('chr16_KI270853v1_alt', 0.0018237722343908162)	('chr17_KI270857v1_alt', 0.0012512774284009626)	('chr15_KI270905v1_alt', 0.0012594030404195875)	('chrX', 0.03446946094970523)	('chrY', 0.004079618542074626)
NA19324	('chr1', 0.1081452812740106)	('chr10', 0.04345323605818479)	('chr11', 0.04972159839166088)	('chr12', 0.04997256440565733)	('chr13', 0.02086129966103235)	('chr14', 0.030776766473874183)	('chr15', 0.0343858524069288)	('chr16', 0.03295577626398683)	('chr17', 0.04612521834400013)	('chr18', 0.016952148684151947)	('chr19', 0.04079861782167526)	('chr2', 0.07798380869796945)	('chr20', 0.02009545786996)	('chr21', 0.010829220174599084)	('chr22', 0.0156069304123038)	('chr3', 0.05740881763074208)	('chr4', 0.04539337123849795)	('chr5', 0.04734393277718424)	('chr6', 0.047650994977865)	('chr7', 0.048769311112266074)	('chr8', 0.033748179500344325)	('chr9', 0.04073175830305824)	('chr16_KI270853v1_alt', 0.0011223003511938439)	('chr17_KI270857v1_alt', 0.0016706356205393868)	('chr15_KI270905v1_alt', 0.0012051958468524153)	('chrX', 0.05003393323745048)	('chrY', 0.0007545432658391151)
NA19347	('chr1', 0.11007007503329277)	('chr10', 0.04402290477784037)	('chr11', 0.052477865824118154)	('chr12', 0.05224947203503775)	('chr13', 0.02045306772399579)	('chr14', 0.03150016879263444)	('chr15', 0.03493464087907915)	('chr16', 0.03563478051275701)	('chr17', 0.05015194429247825)	('chr18', 0.016564289508241)	('chr19', 0.04309047524847536)	('chr2', 0.07686830487126962)	('chr20', 0.021671590525998357)	('chr21', 0.010915862572879033)	('chr22', 0.016459349732076963)	('chr3', 0.059058382152554066)	('chr4', 0.04465766093993108)	('chr5', 0.04773205238006118)	('chr6', 0.04876792972413169)	('chr7', 0.04827071230955556)	('chr8', 0.03391195927702795)	('chr9', 0.04174979713575867)	('chr16_KI270853v1_alt', 0.0012163737590726524)	('chr17_KI270857v1_alt', 0.0014751633639819323)	('chr15_KI270905v1_alt', 0.0011347642403276256)	('chrX', 0.02638823728309644)	('chrY', 0.004117218387056701)
NA19372	('chr1', 0.11139218279848771)	('chr10', 0.043486331653054246)	('chr11', 0.050949330631801605)	('chr12', 0.047463428301687455)	('chr13', 0.018555970624813584)	('chr14', 0.02907100861190993)	('chr15', 0.033281025452005064)	('chr16', 0.03816830894956298)	('chr17', 0.05246962259028441)	('chr18', 0.0149482555471766)	('chr19', 0.04248525386086218)	('chr2', 0.0867121259306932)	('chr20', 0.021568159800107685)	('chr21', 0.010158930437145587)	('chr22', 0.021412453867049323)	('chr3', 0.0589055789030374)	('chr4', 0.041123375402491995)	('chr5', 0.04805438605243624)	('chr6', 0.0414559896013874)	('chr7', 0.050960008165466836)	('chr8', 0.029980376248238745)	('chr9', 0.0414419657925423)	('chr16_KI270853v1_alt', 0.0018954357875688433)	('chr17_KI270857v1_alt', 0.0011836233514856496)	('chr15_KI270905v1_alt', 0.0012280274511753805)	('chrX', 0.03379650456425686)	('chrY', 0.0038766945082778447)
NA19922	('chr1', 0.10946544413524485)	('chr10', 0.04453875390854471)	('chr11', 0.048808612487442525)	('chr12', 0.047903639297254205)	('chr13', 0.020307604493227757)	('chr14', 0.030252174618217394)	('chr15', 0.03336953175215738)	('chr16', 0.03456452679403685)	('chr17', 0.04899661307411059)	('chr18', 0.016034906902466648)	('chr19', 0.03660829480201502)	('chr2', 0.09230940228985844)	('chr20', 0.02016725656805013)	('chr21', 0.010246207503712886)	('chr22', 0.01864635517506759)	('chr3', 0.060095302575550034)	('chr4', 0.04540888051763673)	('chr5', 0.05059267196394736)	('chr6', 0.04347429235835845)	('chr7', 0.05094988376306993)	('chr8', 0.03162131098455054)	('chr9', 0.04077614737939439)	('chr16_KI270853v1_alt', 0.0018005135345082579)	('chr17_KI270857v1_alt', 0.0010159846594451872)	('chr15_KI270905v1_alt', 0.0012549806151201529)	('chrX', 0.03435088351957124)	('chrY', 0.003966923802280041)
NA20274	('chr1', 0.10097185272401522)	('chr10', 0.04308555695155862)	('chr11', 0.04992660715543167)	('chr12', 0.053344839551602505)	('chr13', 0.02028998142524529)	('chr14', 0.03079550264453005)	('chr15', 0.03570837719942698)	('chr16', 0.03577814817488703)	('chr17', 0.04890127277692078)	('chr18', 0.0161511526169186)	('chr19', 0.04553911572176822)	('chr2', 0.08085359193061299)	('chr20', 0.021012496842227057)	('chr21', 0.010377210496608957)	('chr22', 0.017371154884980304)	('chr3', 0.05769302168641094)	('chr4', 0.041566674731873615)	('chr5', 0.04460862058175904)	('chr6', 0.04503031684224079)	('chr7', 0.05117622269796484)	('chr8', 0.032954302273479355)	('chr9', 0.04100870892870121)	('chr16_KI270853v1_alt', 0.0014657156859818072)	('chr17_KI270857v1_alt', 0.0015789975708630911)	('chr15_KI270905v1_alt', 0.0013492623931250663)	('chrX', 0.04813334764574266)	('chrY', 0.0008044670230736696)
NA20339	('chr1', 0.10715957960799409)	('chr10', 0.0424886589254924)	('chr11', 0.048017028281822076)	('chr12', 0.04636076414367611)	('chr13', 0.0192648592532624)	('chr14', 0.028758758149486363)	('chr15', 0.03392255255235759)	('chr16', 0.03475658852915165)	('chr17', 0.04868706989807308)	('chr18', 0.015196492361762284)	('chr19', 0.037351068736726674)	('chr2', 0.08761097287415337)	('chr20', 0.019873646961739037)	('chr21', 0.009935466897149317)	('chr22', 0.019181512410616188)	('chr3', 0.05784532506507553)	('chr4', 0.04278313449161312)	('chr5', 0.04872044462612823)	('chr6', 0.04160538449673146)	('chr7', 0.04948763424797484)	('chr8', 0.02950316270191001)	('chr9', 0.04065252286020063)	('chr16_KI270853v1_alt', 0.0017923239482056888)	('chr17_KI270857v1_alt', 0.0010859314253297077)	('chr15_KI270905v1_alt', 0.001205310792707377)	('chrX', 0.06283342803348974)	('chrY', 0.0009240411538220729)
NA20342	('chr1', 0.10832294363852328)	('chr10', 0.04499229847532592)	('chr11', 0.05066011773664955)	('chr12', 0.051400139629300526)	('chr13', 0.021848942915389483)	('chr14', 0.03129364647270485)	('chr15', 0.03514768001668552)	('chr16', 0.03432723766910662)	('chr17', 0.045682641375849146)	('chr18', 0.01804062744429115)	('chr19', 0.03930266459905368)	('chr2', 0.0793544947053348)	('chr20', 0.02099222170049318)	('chr21', 0.010978544902517639)	('chr22', 0.0158112210911028)	('chr3', 0.05979228308882966)	('chr4', 0.04762763007993805)	('chr5', 0.04955594745227762)	('chr6', 0.04958893540659014)	('chr7', 0.049879383111854234)	('chr8', 0.035373550944003324)	('chr9', 0.041759084831381896)	('chr16_KI270853v1_alt', 0.0012637894181421452)	('chr17_KI270857v1_alt', 0.0012165539781857004)	('chr15_KI270905v1_alt', 0.0011424000522131921)	('chrX', 0.025581508269177607)	('chrY', 0.00458282297907003)
NA20351	('chr1', 0.11034230646891288)	('chr10', 0.043715959153706394)	('chr11', 0.049834632515008886)	('chr12', 0.04769713934150867)	('chr13', 0.019994834740950842)	('chr14', 0.02990805487754917)	('chr15', 0.033575825829799046)	('chr16', 0.035604112690052744)	('chr17', 0.04967770685738978)	('chr18', 0.015777811356185913)	('chr19', 0.0388932613376672)	('chr2', 0.09016853050198893)	('chr20', 0.020479253029827862)	('chr21', 0.010275169721654126)	('chr22', 0.019464755935952354)	('chr3', 0.05940789337320909)	('chr4', 0.043792198953238666)	('chr5', 0.04950644518710183)	('chr6', 0.04277127275764647)	('chr7', 0.05067464707231402)	('chr8', 0.030262261752678973)	('chr9', 0.0416477335515506)	('chr16_KI270853v1_alt', 0.0016948198378130888)	('chr17_KI270857v1_alt', 0.001152009137862891)	('chr15_KI270905v1_alt', 0.0013171195850938157)	('chrX', 0.03473457984058278)	('chrY', 0.0040820880338034845)
